x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.00039999999999999953,0.0003999999999999885
0.0004,0.0004000000000044658,0.00039999999999627736,0.0003999999999868499,0.00039999999973496257,0.0003999999944682461,0.00039999988407873346,0.00039999757072488985,0.0003999490914669807,0.0003989365328414293,0.0004103826322144289
0.0004,0.0004000000000178899,0.00039999999998565554,0.00039999999995883915,0.0003999999991795759,0.0003999999828966763,0.000399999641591433,0.0003999924890739262,0.0003998425990797475,0.00039671288110521447,0.00045990881755100896
0.0004,0.0004000000000402884,0.00039999999996845836,0.00039999999992275116,0.0003999999984759913,0.0003999999682642102,0.00039999933496433833,0.00039998606325123657,0.00039970793823178703,0.00039390353492988817,0.0005550765110891962
0.0004,0.00040000000007165917,0.0003999999999446438,0.00039999999987770266,0.00039999999760569754,0.00039999995018292486,0.0003999989560681367,0.00039997812289805984,0.0003995415411615489,0.0003904356176650558,0.0006986003952070812
0.0004,0.00040000000011199615,0.00039999999991408567,0.0003999999998210499,0.00039999999651329056,0.0003999999274917713,0.0003999984805718822,0.0003999681581333165,0.0003993327279691283,0.0003860889135747984,0.0008904933882173604
0.0004,0.00040000000016128816,0.0003999999998765559,0.00039999999974801273,0.0003999999950985963,0.0003999998980914982,0.00039999786448365683,0.00039995524705784983,0.0003990621938491047,0.00038047596470822944,0.0011294287262637516
0.0004,0.00040000000021951903,0.0003999999998317274,0.00039999999965172924,0.00039999999321781475,0.00039999985896863223,0.00039999704465311153,0.00039993806628132913,0.0003987022482102787,0.0003730833217853137,0.001414263849185277
0.0004,0.0004000000002866713,0.00039999999977924475,0.0003999999995247506,0.0003999999907148473,0.00039999980685197044,0.0003999959525289084,0.000399915179223757,0.0003982228581518614,0.0003635954537519563,0.001744388872753573
0.0004,0.00040000000036271937,0.000399999999718588,0.00039999999935617746,0.00039999998736128383,0.00039999973695494667,0.0003999944878037624,0.00039988448381238873,0.0003975801185549334,0.0003515718178672085,0.0021192772381894015
0.0004,0.00040000000044762454,0.0003999999996489795,0.00039999999912970443,0.00039999998281542963,0.00039999964211700015,0.0003999925004209431,0.0003998428354085052,0.0003967084402713006,0.0003431974839796914,0.0025380442608813228
0.0004,0.00040000000054134097,0.0003999999995694914,0.0003999999988258849,0.0003999999766697582,0.0003999995137980023,0.00039998981141347705,0.0003997864835553255,0.00039552964462448193,0.00035640654991287357,0.0029731610603602365
0.0004,0.0004000000006438088,0.0003999999994789186,0.00039999999841945454,0.00039999996839482565,0.00039999934090292183,0.00039998618827378433,0.00039971055591270867,0.00039394214375101195,0.00041697541201555485,0.003410755724420625
0.0004,0.0004000000007549359,0.0003999999993753997,0.000399999997871397,0.0003999999571730069,0.0003999991062975979,0.0003999812719380697,0.00039960752854683326,0.0003917889390579973,0.0005238497764109674,0.0038463155222278962
0.0004,0.0004000000008745972,0.0003999999992564138,0.0003999999971288662,0.0003999999418968534,0.0003999987867743336,0.00039997457606485645,0.0003994672122721842,0.00038885708437481675,0.0006759501818099135,0.004279914873892341
0.0004,0.0004000000010026515,0.00039999999911911123,0.0003999999961321349,0.0003999999213147165,0.000399998356103569,0.00039996555098564265,0.0003992780937285088,0.00038490722349080993,0.0008722560635600343,0.004711751533725237
0.0004,0.00040000000113887666,0.00039999999895900515,0.00039999999478715733,0.0003999998934557706,0.00039999777298466654,0.00039995333119969076,0.00039902205038646726,0.00037957427658812603,0.001111921043205818,0.005142259846402918
0.0004,0.00040000000128295033,0.00039999999876957844,0.00039999999295733913,0.0003999998554575362,0.00039999697743149437,0.000399936659626001,0.0003986727814941773,0.00037237142658668875,0.0013947850670316766,0.005571791354335218
