x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
0.0004,0.0004,0.000399995,0.000399897,0.000397833,0.000431424,0.001271982,0.002375081,0.003471664,0.004568128,0.005607554,0.0004,0.000400005,0.000400103,0.000402167,0.000368576,-0.000471982,-0.001575081,-0.002671664,-0.003768128,-0.004807554,0.009596656
0.0004,0.0004,0.000399993,0.00039986,0.000397063,0.000469408,0.001383439,0.002484797,0.003581294,0.004677758,0.005716147,0.0004,0.000400007,0.00040014,0.000402937,0.000330592,-0.000583439,-0.001684797,-0.002781294,-0.003877758,-0.004916147,0.009810464
0.0004,0.0004,0.000399991,0.00039981,0.000396031,0.000518781,0.001494453,0.00259449,0.003690922,0.004787388,0.005824739,0.0004,0.000400009,0.00040019,0.000403969,0.000281219,-0.000694453,-0.00179449,-0.002890922,-0.003987388,-0.005024739,0.010024272
0.0004,0.000399999,0.000399988,0.000399742,0.000394653,0.000579509,0.001605117,0.002704164,0.00380055,0.004897017,0.005933331,0.000400001,0.000400012,0.000400258,0.000405347,0.000220491,-0.000805117,-0.001904164,-0.00300055,-0.004097017,-0.005133331,0.01023808
0.0004,0.000399999,0.000399983,0.00039965,0.000392837,0.000651609,0.001715516,0.002813826,0.003910177,0.005006647,0.006041924,0.000400001,0.000400017,0.00040035,0.000407163,0.000148391,-0.000915516,-0.002013826,-0.003110177,-0.004206647,-0.005241924,0.010451888
0.0004,0.000399999,0.000399977,0.000399526,0.000390554,0.00073511,0.001825709,0.002923478,0.004019803,0.005116276,0.006150516,0.000400001,0.000400023,0.000400474,0.000409446,6.49E-05,-0.001025709,-0.002123478,-0.003219803,-0.004316276,-0.005350516,0.010665696
0.0004,0.000399998,0.000399969,0.000399358,0.000387777,0.000830003,0.001935753,0.003033123,0.004129429,0.005225906,0.006259108,0.000400002,0.000400031,0.000400642,0.000412223,-3.00E-05,-0.001135753,-0.002233123,-0.003329429,-0.004425906,-0.005459108,0.010879504
0.0004,0.000399998,0.000399958,0.000399129,0.000386103,0.000936291,0.002045687,0.003142763,0.004239055,0.005335535,0.006367701,0.000400002,0.000400042,0.000400871,0.000413897,-0.000136291,-0.001245687,-0.002342763,-0.003439055,-0.004535535,-0.005567701,0.011093312
0.0004,0.000399997,0.000399944,0.000398819,0.000389755,0.001047656,0.00215554,0.003252399,0.004348681,0.005445164,0.006476293,0.000400003,0.000400056,0.000401181,0.000410245,-0.000247656,-0.00135554,-0.002452399,-0.003548681,-0.004645164,-0.005676293,0.01130712
0.0004,0.000399996,0.000399924,0.000398401,0.000404874,0.001160058,0.002265332,0.003362033,0.004458307,0.005554794,0.006584885,0.000400004,0.000400076,0.000401599,0.000395126,-0.000360058,-0.001465332,-0.002562033,-0.003658307,-0.004754794,-0.005784885,0.011520928
0.0004,0.000399995,0.000399897,0.000397833,0.000431424,0.001271982,0.002375081,0.003471664,0.004567932,0.005664423,0.006693478,0.000400005,0.000400103,0.000402167,0.000368576,-0.000471982,-0.001575081,-0.002671664,-0.003767932,-0.004864423,-0.005893478,0.011734736
0.0004,0.000399993,0.00039986,0.000397063,0.000469408,0.001383439,0.002484797,0.003581293,0.004677558,0.005774053,0.00680207,0.000400007,0.00040014,0.000402937,0.000330592,-0.000583439,-0.001684797,-0.002781293,-0.003877558,-0.004974053,-0.00600207,0.011948543
0.0004,0.000399991,0.00039981,0.000396031,0.000518781,0.001494453,0.00259449,0.003690922,0.004787183,0.005883682,0.006910662,0.000400009,0.00040019,0.000403969,0.000281219,-0.000694453,-0.00179449,-0.002890922,-0.003987183,-0.005083682,-0.006110662,0.012162351
0.0004,0.000399987,0.000399742,0.000394653,0.000579509,0.001605117,0.002704164,0.003800549,0.004896808,0.005993312,0.007019255,0.000400013,0.000400258,0.000405347,0.000220491,-0.000805117,-0.001904164,-0.003000549,-0.004096808,-0.005193312,-0.006219255,0.012376159
0.0004,0.000399983,0.00039965,0.000392837,0.000651609,0.001715516,0.002813826,0.003910176,0.005006434,0.006102941,0.007127847,0.000400017,0.00040035,0.000407163,0.000148391,-0.000915516,-0.002013826,-0.003110176,-0.004206434,-0.005302941,-0.006327847,0.012589967
0.0004,0.000399977,0.000399526,0.000390554,0.00073511,0.001825709,0.002923478,0.004019803,0.005116059,0.00621257,0.007236439,0.000400023,0.000400474,0.000409446,6.49E-05,-0.001025709,-0.002123478,-0.003219803,-0.004316059,-0.00541257,-0.006436439,0.012803775
0.0004,0.000399968,0.000399358,0.000387777,0.000830003,0.001935753,0.003033123,0.004129429,0.005225684,0.0063222,0.007345032,0.000400032,0.000400642,0.000412223,-3.00E-05,-0.001135753,-0.002233123,-0.003329429,-0.004425684,-0.0055222,-0.006545032,0.013017583
0.0004,0.000399957,0.000399129,0.000386103,0.000936291,0.002045687,0.003142763,0.004239055,0.005335309,0.006431829,0.007453624,0.000400043,0.000400871,0.000413897,-0.000136291,-0.001245687,-0.002342763,-0.003439055,-0.004535309,-0.005631829,-0.006653624,0.013231391
0.0004,0.000399942,0.000398819,0.000389755,0.001047656,0.00215554,0.003252399,0.004348681,0.005444935,0.006541459,0.007562216,0.000400058,0.000401181,0.000410245,-0.000247656,-0.00135554,-0.002452399,-0.003548681,-0.004644935,-0.005741459,-0.006762216,0.013445199
0.0004,0.000399921,0.000398401,0.000404874,0.001160058,0.002265332,0.003362033,0.004458306,0.00555456,0.006651088,0.007670809,0.000400079,0.000401599,0.000395126,-0.000360058,-0.001465332,-0.002562033,-0.003658306,-0.00475456,-0.005851088,-0.006870809,0.013659006
0.0004,0.000399893,0.000397833,0.000431424,0.001271982,0.002375081,0.003471664,0.004567932,0.005664185,0.006760718,0.007779401,0.000400107,0.000402167,0.000368576,-0.000471982,-0.001575081,-0.002671664,-0.003767932,-0.004864185,-0.005960718,-0.006979401,0.013872814
0.0004,0.000399855,0.000397063,0.000469408,0.001383439,0.002484797,0.003581293,0.004677557,0.00577381,0.006870347,0.007887993,0.000400145,0.000402937,0.000330592,-0.000583439,-0.001684797,-0.002781293,-0.003877557,-0.00497381,-0.006070347,-0.007087993,0.014086622
0.0004,0.000399803,0.000396031,0.000518781,0.001494453,0.00259449,0.003690922,0.004787182,0.005883436,0.006979976,0.007996585,0.000400197,0.000403969,0.000281219,-0.000694453,-0.00179449,-0.002890922,-0.003987182,-0.005083436,-0.006179976,-0.007196585,0.01430043
0.0004,0.000399733,0.000394653,0.000579509,0.001605117,0.002704164,0.003800549,0.004896808,0.005993061,0.007089606,0.008105178,0.000400267,0.000405347,0.000220491,-0.000805117,-0.001904164,-0.003000549,-0.004096808,-0.005193061,-0.006289606,-0.007305178,0.014514238
0.0004,0.000399638,0.000392837,0.000651609,0.001715516,0.002813826,0.003910176,0.005006433,0.006102686,0.007199235,0.00821377,0.000400362,0.000407163,0.000148391,-0.000915516,-0.002013826,-0.003110176,-0.004206433,-0.005302686,-0.006399235,-0.00741377,0.014728046
0.0004,0.000399509,0.000390553,0.00073511,0.001825709,0.002923478,0.004019803,0.005116058,0.006212311,0.007308865,0.008322362,0.000400491,0.000409447,6.49E-05,-0.001025709,-0.002123478,-0.003219803,-0.004316058,-0.005412311,-0.006508865,-0.007522362,0.014941854
0.0004,0.000399335,0.000387776,0.000830003,0.001935752,0.003033123,0.004129429,0.005225684,0.006321936,0.007418494,0.008430955,0.000400665,0.000412224,-3.00E-05,-0.001135752,-0.002233123,-0.003329429,-0.004425684,-0.005521936,-0.006618494,-0.007630955,0.015155661
0.0004,0.000399098,0.000386101,0.000936291,0.002045687,0.003142763,0.004239055,0.005335309,0.006431562,0.007528124,0.008539547,0.000400902,0.000413899,-0.000136291,-0.001245687,-0.002342763,-0.003439055,-0.004535309,-0.005631562,-0.006728124,-0.007739547,0.015369469
0.0004,0.000398777,0.000389752,0.001047656,0.00215554,0.003252399,0.004348681,0.005444934,0.006541187,0.007637753,0.008648139,0.000401223,0.000410248,-0.000247656,-0.00135554,-0.002452399,-0.003548681,-0.004644934,-0.005741187,-0.006837753,-0.007848139,0.015583277
0.0004,0.000398344,0.00040487,0.001160058,0.002265332,0.003362033,0.004458306,0.005554559,0.006650812,0.007747382,0.008756732,0.000401656,0.00039513,-0.000360058,-0.001465332,-0.002562033,-0.003658306,-0.004754559,-0.005850812,-0.006947382,-0.007956732,0.015797085
0.0004,0.000397756,0.000431419,0.001271982,0.002375081,0.003471664,0.004567932,0.005664185,0.006760437,0.007857012,0.008865324,0.000402244,0.000368581,-0.000471982,-0.001575081,-0.002671664,-0.003767932,-0.004864185,-0.005960437,-0.007057012,-0.008065324,0.016010893
0.0004,0.000396958,0.000469401,0.001383438,0.002484797,0.003581293,0.004677557,0.00577381,0.006870063,0.007966641,0.008973916,0.000403042,0.000330599,-0.000583438,-0.001684797,-0.002781293,-0.003877557,-0.00497381,-0.006070063,-0.007166641,-0.008173916,0.016224701
0.0004,0.000395889,0.000518772,0.001494452,0.00259449,0.003690922,0.004787182,0.005883435,0.006979688,0.008076271,0.009082509,0.000404111,0.000281228,-0.000694452,-0.00179449,-0.002890922,-0.003987182,-0.005083435,-0.006179688,-0.007276271,-0.008282509,0.016438509
0.0004,0.000394461,0.000579496,0.001605116,0.002704164,0.003800549,0.004896808,0.00599306,0.007089313,0.0081859,0.009191101,0.000405539,0.000220504,-0.000805116,-0.001904164,-0.003000549,-0.004096808,-0.00519306,-0.006289313,-0.0073859,-0.008391101,0.016652317
0.0004,0.000392575,0.000651592,0.001715515,0.002813826,0.003910176,0.005006433,0.006102685,0.007198938,0.00829553,0.009299693,0.000407425,0.000148408,-0.000915515,-0.002013826,-0.003110176,-0.004206433,-0.005302685,-0.006398938,-0.00749553,-0.008499693,0.016866124
0.0004,0.000390197,0.000735086,0.001825708,0.002923478,0.004019803,0.005116058,0.006212311,0.007308563,0.008405159,0.009408286,0.000409803,6.49E-05,-0.001025708,-0.002123478,-0.003219803,-0.004316058,-0.005412311,-0.006508563,-0.007605159,-0.008608286,0.017079932
0.0004,0.00038729,0.000829971,0.001935751,0.003033123,0.004129429,0.005225684,0.006321936,0.007418189,0.008514788,0.009516878,0.00041271,-3.00E-05,-0.001135751,-0.002233123,-0.003329429,-0.004425684,-0.005521936,-0.006618189,-0.007714788,-0.008716878,0.01729374
0.0004,0.000385438,0.000936247,0.002045685,0.003142763,0.004239055,0.005335309,0.006431561,0.007527814,0.008624418,0.00962547,0.000414562,-0.000136247,-0.001245685,-0.002342763,-0.003439055,-0.004535309,-0.005631561,-0.006727814,-0.007824418,-0.00882547,0.017507548
0.0004,0.00038885,0.001047597,0.002155537,0.003252399,0.004348681,0.005444934,0.006541186,0.007637439,0.008734047,0.009734063,0.00041115,-0.000247597,-0.001355537,-0.002452399,-0.003548681,-0.004644934,-0.005741186,-0.006837439,-0.007934047,-0.008934063,0.017721356
0.0004,0.000403645,0.001159977,0.002265328,0.003362032,0.004458306,0.005554559,0.006650812,0.007747064,0.008843677,0.009842655,0.000396355,-0.000359977,-0.001465328,-0.002562032,-0.003658306,-0.004754559,-0.005850812,-0.006947064,-0.008043677,-0.009042655,0.017935164
0.0004,0.000429752,0.001271872,0.002375076,0.003471663,0.004567932,0.005664185,0.006760437,0.00785669,0.008953306,0.009951247,0.000370248,-0.000471872,-0.001575076,-0.002671663,-0.003767932,-0.004864185,-0.005960437,-0.00705669,-0.008153306,-0.009151247,0.018148972
0.0004,0.000467122,0.001383289,0.00248479,0.003581293,0.004677557,0.00577381,0.006870062,0.007966315,0.009062936,0.01005984,0.000332878,-0.000583289,-0.00168479,-0.002781293,-0.003877557,-0.00497381,-0.006070062,-0.007166315,-0.008262936,-0.00925984,0.018362779
0.0004,0.000515651,0.00149425,0.00259448,0.003690921,0.004787182,0.005883435,0.006979687,0.00807594,0.009172565,0.010168432,0.000284349,-0.00069425,-0.00179448,-0.002890921,-0.003987182,-0.005083435,-0.006179687,-0.00727594,-0.008372565,-0.009368432,0.018576587
0.0004,0.000575216,0.001604842,0.002704151,0.003800549,0.004896808,0.00599306,0.007089312,0.008185565,0.009282194,0.010277024,0.000224784,-0.000804842,-0.001904151,-0.003000549,-0.004096808,-0.00519306,-0.006289312,-0.007385565,-0.008482194,-0.009477024,0.018790395
0.0004,0.000645729,0.001715144,0.002813809,0.003910175,0.005006433,0.006102685,0.007198938,0.00829519,0.009391824,0.010385617,0.000154271,-0.000915144,-0.002013809,-0.003110175,-0.004206433,-0.005302685,-0.006398938,-0.00749519,-0.008591824,-0.009585617,0.019004203
0.0004,0.000727132,0.001825215,0.002923455,0.004019802,0.005116058,0.006212311,0.007308563,0.008404816,0.009501453,0.010494209,7.29E-05,-0.001025215,-0.002123455,-0.003219802,-0.004316058,-0.005412311,-0.006508563,-0.007604816,-0.008701453,-0.009694209,0.019218011
0.0004,0.000819387,0.001935114,0.003033094,0.004129427,0.005225683,0.006321936,0.007418188,0.008514441,0.009611083,0.010602801,-1.94E-05,-0.001135114,-0.002233094,-0.003329427,-0.004425683,-0.005521936,-0.006618188,-0.007714441,-0.008811083,-0.009802801,0.019431819
0.0004,0.000922354,0.002044921,0.003142728,0.004239053,0.005335309,0.006431561,0.007527813,0.008624066,0.009720712,0.010711394,-0.000122354,-0.001244921,-0.002342728,-0.003439053,-0.004535309,-0.005631561,-0.006727813,-0.007824066,-0.008920712,-0.009911394,0.019645627
