x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399997,0.000399997,0.000399997,0.000399997,0.000399997,0.000399997,0.000399997,0.000399997,0.000399997,0.000400003,0.000400003,0.000400003,0.000400003,0.000400003,0.000400003,0.000400003,0.000400003,0.000400003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399991,0.000399991,0.000399991,0.000399991,0.000399991,0.000399991,0.000399991,0.000399991,0.000399991,0.000400009,0.000400009,0.000400009,0.000400009,0.000400009,0.000400009,0.000400009,0.000400009,0.000400009,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399983,0.000399983,0.000399983,0.000399983,0.000399983,0.000399983,0.000399983,0.000399983,0.000399983,0.000400017,0.000400017,0.000400017,0.000400017,0.000400017,0.000400017,0.000400017,0.000400017,0.000400017,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399973,0.000399973,0.000399973,0.000399973,0.000399973,0.000399973,0.000399973,0.000399973,0.000399973,0.000400027,0.000400027,0.000400027,0.000400027,0.000400027,0.000400027,0.000400027,0.000400027,0.000400027,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.00039996,0.00039996,0.00039996,0.00039996,0.00039996,0.00039996,0.00039996,0.00039996,0.00039996,0.00040004,0.00040004,0.00040004,0.00040004,0.00040004,0.00040004,0.00040004,0.00040004,0.00040004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399944,0.000399944,0.000399944,0.000399944,0.000399944,0.000399944,0.000399944,0.000399944,0.000399944,0.000400056,0.000400056,0.000400056,0.000400056,0.000400056,0.000400056,0.000400056,0.000400056,0.000400056,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399923,0.000399923,0.000399923,0.000399923,0.000399923,0.000399923,0.000399923,0.000399923,0.000399923,0.000400077,0.000400077,0.000400077,0.000400077,0.000400077,0.000400077,0.000400077,0.000400077,0.000400077,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399894,0.000399894,0.000399894,0.000399894,0.000399894,0.000399894,0.000399894,0.000399894,0.000399894,0.000400106,0.000400106,0.000400106,0.000400106,0.000400106,0.000400106,0.000400106,0.000400106,0.000400106,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399856,0.000399856,0.000399856,0.000399856,0.000399856,0.000399856,0.000399856,0.000399856,0.000399856,0.000400144,0.000400144,0.000400144,0.000400144,0.000400144,0.000400144,0.000400144,0.000400144,0.000400144,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399803,0.000399803,0.000399803,0.000399804,0.000399804,0.000399804,0.000399803,0.000399803,0.000399803,0.000400196,0.000400196,0.000400196,0.000400197,0.000400197,0.000400197,0.000400197,0.000400197,0.000400197,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
0.000399733,0.000399733,0.000399733,0.000399733,0.000399733,0.000399733,0.000399733,0.000399733,0.000399733,0.000400267,0.000400267,0.000400267,0.000400267,0.000400267,0.000400267,0.000400267,0.000400267,0.000400267,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004
