0,0,0,0,0,0,0,0,0,0
0.0011375,-0.0083373,-0.0072931,0.0032745,-0.0072932,0.012968,0.049743,0.0032826,0.049724,-0.0028726
0.0045536,-0.01442,-0.014693,0.0068589,-0.014694,0.026136,0.099187,0.0068905,0.099104,-0.005609
0.010258,-0.018241,-0.022202,0.010757,-0.022205,0.039502,0.14837,0.010826,0.14816,-0.0082065
0.018265,-0.019794,-0.029822,0.014974,-0.029828,0.053061,0.19732,0.015093,0.19692,-0.010662
0.028593,-0.019064,-0.037555,0.019515,-0.037566,0.066808,0.24607,0.019694,0.2454,-0.012973
0.041267,-0.016035,-0.045404,0.024386,-0.045424,0.080739,0.29464,0.024634,0.29364,-0.015135
0.056314,-0.010686,-0.053374,0.029595,-0.053404,0.094845,0.34308,0.029918,0.34163,-0.017144
0.07377,-0.0029918,-0.061469,0.035149,-0.061511,0.10912,0.3914,0.035552,0.38942,-0.018998
0.093672,0.0070761,-0.069693,0.041058,-0.069752,0.12356,0.43963,0.041542,0.43703,-0.020691
0.11606,0.019551,-0.078053,0.04733,-0.07813,0.13816,0.48778,0.047896,0.48446,-0.022219
0.14099,0.034472,-0.086555,0.053974,-0.086652,0.15291,0.53588,0.054621,0.53175,-0.023577
0.16851,0.05188,-0.095205,0.061002,-0.095325,0.16781,0.58396,0.061725,0.57891,-0.02476
0.19867,0.071822,-0.10401,0.068424,-0.10416,0.18286,0.63201,0.069219,0.62597,-0.025762
0.23155,0.094351,-0.11298,0.076252,-0.11315,0.19805,0.68007,0.077112,0.67294,-0.026579
0.2672,0.11952,-0.12212,0.084498,-0.12232,0.21339,0.72814,0.085414,0.71985,-0.027204
0.30571,0.1474,-0.13144,0.093175,-0.13167,0.22887,0.77625,0.094138,0.76671,-0.02763
0.34715,0.17805,-0.14096,0.1023,-0.1412,0.24449,0.8244,0.1033,0.81354,-0.027851
0.3916,0.21154,-0.15067,0.11188,-0.15094,0.26027,0.87261,0.1129,0.86036,-0.02786
0.43915,0.24796,-0.16059,0.12193,-0.16088,0.27621,0.9209,0.12296,0.9072,-0.02765
0.48991,0.28738,-0.17073,0.13247,-0.17105,0.29231,0.96927,0.1335,0.95406,-0.027214
0.54396,0.32989,-0.1811,0.14352,-0.18143,0.30859,1.0177,0.14454,1.001,-0.026542
0.60143,0.3756,-0.19172,0.1551,-0.19206,0.32504,1.0663,0.15608,1.048,-0.025627
0.66241,0.4246,-0.20259,0.16721,-0.20294,0.34169,1.115,0.16814,1.095,-0.024459
0.72704,0.47699,-0.21372,0.17989,-0.21407,0.35854,1.1639,0.18075,1.1422,-0.023031
0.79544,0.53291,-0.22514,0.19314,-0.22548,0.3756,1.2129,0.19392,1.1895,-0.021331
0.86774,0.59246,-0.23684,0.207,-0.23717,0.3929,1.262,0.20768,1.2369,-0.019351
0.94409,0.65577,-0.24885,0.22148,-0.24916,0.41043,1.3114,0.22205,1.2844,-0.017079
1.0246,0.72299,-0.26118,0.23661,-0.26146,0.42822,1.3609,0.23704,1.3322,-0.014506
1.1095,0.79425,-0.27384,0.25241,-0.27408,0.44629,1.4107,0.25269,1.3801,-0.011618
0,0,0,0,0,0,0,0,0,0
0.0011377,-0.0014733,-0.015605,0.038557,-0.015605,6.2067e-06,0.031553,0.038569,0.031567,0.0023908
0.0045516,-0.001944,-0.032211,0.07748,-0.032211,0.0014125,0.063522,0.077521,0.063569,0.0049508
0.010247,-0.0014129,-0.049825,0.1168,-0.049824,0.0042198,0.095931,0.11688,0.096024,0.0076757
0.018232,0.00011935,-0.068454,0.15654,-0.068452,0.0084305,0.12881,0.15665,0.12895,0.010562
0.028524,0.0026519,-0.088111,0.19674,-0.088108,0.014048,0.16217,0.19687,0.16235,0.013605
0.041142,0.0061839,-0.10881,0.23744,-0.1088,0.021076,0.19606,0.23754,0.19627,0.016801
0.05611,0.010714,-0.13057,0.27865,-0.13056,0.029522,0.2305,0.2787,0.2307,0.020149
0.07346,0.016243,-0.15341,0.32041,-0.1534,0.039391,0.26551,0.32036,0.26567,0.023645
0.093227,0.022768,-0.17735,0.36276,-0.17734,0.050693,0.30113,0.36254,0.3012,0.027286
0.11545,0.03029,-0.20243,0.40572,-0.20241,0.063437,0.33737,0.40527,0.3373,0.03107
0.14018,0.03881,-0.22867,0.44932,-0.22864,0.077635,0.37428,0.44857,0.37401,0.034995
0.16746,0.048328,-0.2561,0.4936,-0.25606,0.093299,0.41187,0.49245,0.41133,0.03906
0.19735,0.058847,-0.28476,0.53857,-0.28472,0.11045,0.45018,0.53694,0.44929,0.043263
0.22992,0.07037,-0.31469,0.58428,-0.31464,0.12909,0.48922,0.58207,0.48792,0.047603
0.26522,0.082903,-0.34593,0.63073,-0.34587,0.14926,0.52903,0.62786,0.52723,0.052079
0.30334,0.096454,-0.37852,0.67797,-0.37845,0.17097,0.56963,0.67434,0.56725,0.056691
0.34435,0.11103,-0.41251,0.72601,-0.41243,0.19425,0.61105,0.72151,0.60801,0.061438
0.38834,0.12665,-0.44794,0.77488,-0.44786,0.21913,0.65331,0.76943,0.64952,0.06632
0.43539,0.14331,-0.48486,0.8246,-0.48478,0.24564,0.69643,0.8181,0.69182,0.071338
0.48561,0.16105,-0.52334,0.8752,-0.52324,0.27382,0.74044,0.86755,0.73492,0.076492
0.53909,0.17988,-0.56341,0.9267,-0.56331,0.30371,0.78537,0.91782,0.77886,0.081783
0.59594,0.19982,-0.60514,0.97912,-0.60505,0.33535,0.83123,0.96893,0.82367,0.087212
0.65628,0.2209,-0.6486,1.0325,-0.6485,0.36879,0.87807,1.0209,0.86937,0.092781
0.72024,0.24314,-0.69383,1.0868,-0.69373,0.40408,0.92589,1.0738,0.91599,0.098491
0.78793,0.26659,-0.7409,1.1422,-0.74081,0.44128,0.97473,1.1276,0.96357,0.10434
0.8595,0.29127,-0.78989,1.1985,-0.78981,0.48045,1.0246,1.1823,1.0121,0.11034
0.93509,0.31723,-0.84086,1.2559,-0.84079,0.52166,1.0756,1.238,1.0617,0.11649
1.0148,0.34451,-0.89388,1.3144,-0.89383,0.56497,1.1277,1.2948,1.1123,0.12279
1.0989,0.37315,-0.94903,1.374,-0.949,0.61046,1.1809,1.3526,1.164,0.12924
0,0,0,0,0,0,0,0,0,0
0.0011537,0.0034179,0.020413,0.017686,0.020414,-0.027019,0.037561,0.017675,0.037591,0.021459
0.0046153,0.008575,0.040672,0.0344,0.040673,-0.053743,0.074892,0.034353,0.075011,0.043326
0.010389,0.015479,0.060781,0.050155,0.060787,-0.080171,0.11202,0.05004,0.11228,0.065617
0.018484,0.024142,0.080748,0.06496,0.080763,-0.1063,0.14895,0.064741,0.14941,0.088348
0.028914,0.034577,0.10058,0.078823,0.10061,-0.13214,0.18573,0.078456,0.18642,0.11154
0.041697,0.046801,0.12027,0.09175,0.12032,-0.15767,0.22237,0.091188,0.22334,0.1352
0.056856,0.060835,0.13983,0.10374,0.13992,-0.18291,0.2589,0.10293,0.26017,0.15936
0.074419,0.076701,0.15927,0.11481,0.1594,-0.20786,0.29533,0.11369,0.29693,0.18403
0.094419,0.094428,0.17857,0.12493,0.17876,-0.2325,0.3317,0.12346,0.33365,0.20923
0.11689,0.11404,0.19775,0.13412,0.19802,-0.25686,0.36803,0.13222,0.37034,0.23499
0.14188,0.13558,0.2168,0.14237,0.21716,-0.28092,0.40434,0.13998,0.40701,0.26133
0.16944,0.15908,0.23572,0.14966,0.23619,-0.3047,0.44066,0.14671,0.44369,0.28828
