4.4407,4.2189,1,1.5869,1.6633,0.91038,-0.068928,0.012854,-0.068928,1.2944,0.58293,0.012854,0.58293,1.1167
4.5757,4.3242,1,1.6441,1.7189,0.90708,-0.071672,0.012552,-0.071672,1.314,0.60975,0.012552,0.60975,1.1279
4.7188,4.4348,1,1.7049,1.7773,0.9038,-0.074427,0.012188,-0.074427,1.3342,0.63696,0.012188,0.63696,1.1397
4.8702,4.5507,1,1.7692,1.8385,0.90054,-0.077196,0.011762,-0.077196,1.3551,0.66456,0.011762,0.66456,1.1521
5.0304,4.6722,1,1.8372,1.9027,0.89729,-0.079978,0.011273,-0.079978,1.3768,0.69258,0.011273,0.69258,1.1651
3,3,1,1,1,1,0,0,0,1,0,0,0,1
3.0019,3.0019,1,1.0028,0.99893,0.9994,-0.0059795,0.016276,-0.0059795,0.99988,0.013282,0.016276,0.013282,1.0012
3.0076,3.0078,1,1.0075,0.99966,0.99911,-0.011738,0.032482,-0.011738,0.99996,0.02648,0.032482,0.02648,1.0028
3.0171,3.0176,1,1.0138,1.0022,0.99911,-0.01728,0.048627,-0.01728,1.0003,0.039602,0.048627,0.039602,1.0049
3.0303,3.0315,1,1.0219,1.0066,0.99941,-0.022606,0.064717,-0.022606,1.0008,0.052654,0.064717,0.052654,1.0075
3.0471,3.0496,1,1.0318,1.0129,1,-0.027719,0.080761,-0.027719,1.0015,0.065641,0.080761,0.065641,1.0104
3.0676,3.0719,1,1.0434,1.021,1.0009,-0.032623,0.096766,-0.032623,1.0024,0.07857,0.096766,0.07857,1.0138
3.0917,3.0986,1,1.0567,1.0311,1.0021,-0.037318,0.11274,-0.037318,1.0035,0.091447,0.11274,0.091447,1.0177
3.1194,3.1297,1,1.0718,1.0432,1.0035,-0.041808,0.12869,-0.041808,1.0048,0.10428,0.12869,0.10428,1.0219
3.1507,3.1654,1,1.0886,1.0573,1.0053,-0.046094,0.14462,-0.046094,1.0063,0.11707,0.14462,0.11707,1.0266
3.1856,3.2059,1,1.1072,1.0735,1.0073,-0.050179,0.16054,-0.050179,1.008,0.12982,0.16054,0.12982,1.0318
3.2241,3.2512,1,1.1276,1.0918,1.0096,-0.054063,0.17646,-0.054063,1.0099,0.14255,0.17646,0.14255,1.0374
3.2663,3.3015,1,1.1497,1.1123,1.0122,-0.05775,0.19239,-0.05775,1.012,0.15526,0.19239,0.15526,1.0434
3.312,3.357,1,1.1737,1.135,1.0151,-0.06124,0.20833,-0.06124,1.0143,0.16794,0.20833,0.16794,1.0498
3.3614,3.4178,1,1.1995,1.1601,1.0182,-0.064535,0.22429,-0.064535,1.0168,0.18062,0.22429,0.18062,1.0567
3.4145,3.4842,1,1.2272,1.1875,1.0217,-0.067636,0.24027,-0.067636,1.0194,0.19329,0.24027,0.19329,1.064
3.4713,3.5563,1,1.2568,1.2173,1.0254,-0.070545,0.25629,-0.070545,1.0223,0.20596,0.25629,0.20596,1.0718
3.5318,3.6343,1,1.2883,1.2497,1.0293,-0.073264,0.27235,-0.073264,1.0253,0.21864,0.27235,0.21864,1.08
3.5962,3.7185,1,1.3218,1.2848,1.0336,-0.075792,0.28846,-0.075792,1.0285,0.23133,0.28846,0.23133,1.0886
3.6644,3.8091,1,1.3572,1.3225,1.0381,-0.078132,0.30462,-0.078132,1.0319,0.24403,0.30462,0.24403,1.0977
3.7365,3.9063,1,1.3947,1.3631,1.0429,-0.080284,0.32085,-0.080284,1.0355,0.25676,0.32085,0.25676,1.1072
3.8126,4.0104,1,1.4343,1.4066,1.048,-0.082249,0.33714,-0.082249,1.0393,0.26952,0.33714,0.26952,1.1172
3.8927,4.1218,1,1.4761,1.4531,1.0534,-0.084027,0.35351,-0.084027,1.0432,0.2823,0.35351,0.2823,1.1276
3.977,4.2406,1,1.52,1.5027,1.059,-0.08562,0.36996,-0.08562,1.0473,0.29513,0.36996,0.29513,1.1384
4.0654,4.3672,1,1.5661,1.5557,1.0649,-0.087028,0.38651,-0.087028,1.0516,0.308,0.38651,0.308,1.1497
4.1582,4.5019,1,1.6146,1.612,1.0711,-0.088251,0.40315,-0.088251,1.0561,0.32092,0.40315,0.32092,1.1615
4.2554,4.6452,1,1.6654,1.6719,1.0775,-0.08929,0.41989,-0.08929,1.0608,0.3339,0.41989,0.3339,1.1737
4.3571,4.7972,1,1.7186,1.7355,1.0842,-0.090145,0.43675,-0.090145,1.0656,0.34694,0.43675,0.34694,1.1864
4.4634,4.9585,1,1.7744,1.803,1.0912,-0.090816,0.45372,-0.090816,1.0706,0.36004,0.45372,0.36004,1.1995
4.5744,5.1294,1,1.8327,1.8744,1.0985,-0.091304,0.47082,-0.091304,1.0758,0.37321,0.47082,0.37321,1.2131
3,3,1,1,1,1,0,0,0,1,0,0,0,1
3.0019,3.0019,1,1.0189,0.98272,1.0015,0.0082887,0.0078323,0.0082887,0.98971,0.016037,0.0078323,0.016037,1.0092
3.0078,3.0077,1,1.0394,0.96698,1.0032,0.016631,0.015882,0.016631,0.97985,0.032121,0.015882,0.032121,1.0189
3.0175,3.0172,1,1.0616,0.95275,1.005,0.025029,0.024153,0.025029,0.97042,0.048261,0.024153,0.048261,1.0289
3.0313,3.0305,1,1.0855,0.93998,1.007,0.033489,0.032649,0.033489,0.96141,0.064465,0.032649,0.064465,1.0394
3.0491,3.0476,1,1.1113,0.92864,1.009,0.042015,0.041374,0.042015,0.95283,0.080741,0.041374,0.080741,1.0503
3.0711,3.0684,1,1.1389,0.91869,1.0113,0.05061,0.050333,0.05061,0.94466,0.097096,0.050333,0.097096,1.0616
3.0973,3.093,1,1.1685,0.91011,1.0136,0.059278,0.05953,0.059278,0.93692,0.11354,0.05953,0.11354,1.0734
3.1277,3.1214,1,1.2001,0.90287,1.0162,0.068024,0.06897,0.068024,0.92959,0.13008,0.06897,0.13008,1.0855
3.1626,3.1535,1,1.2338,0.89694,1.0188,0.076853,0.078656,0.076853,0.92267,0.14672,0.078656,0.14672,1.0982
3.202,3.1895,1,1.2696,0.89229,1.0216,0.085768,0.088595,0.085768,0.91616,0.16347,0.088595,0.16347,1.1113
3.246,3.2293,1,1.3077,0.88892,1.0246,0.094774,0.098791,0.094774,0.91007,0.18034,0.098791,0.18034,1.1249
3.2947,3.273,1,1.3481,0.88679,1.0278,0.10388,0.10925,0.10388,0.90438,0.19735,0.10925,0.19735,1.1389
3.3483,3.3206,1,1.3909,0.88591,1.0311,0.11308,0.11997,0.11308,0.8991,0.21449,0.11997,0.21449,1.1535
3.407,3.3722,1,1.4363,0.88624,1.0345,0.12238,0.13097,0.12238,0.89422,0.23177,0.13097,0.23177,1.1685
3.4708,3.4278,1,1.4843,0.88779,1.0382,0.1318,0.14224,0.1318,0.88975,0.24921,0.14224,0.24921,1.184
3.54,3.4875,1,1.5351,0.89055,1.042,0.14133,0.1538,0.14133,0.88568,0.26681,0.1538,0.26681,1.2001
3.6146,3.5514,1,1.5887,0.89451,1.0459,0.15098,0.16565,0.15098,0.88201,0.28459,0.16565,0.28459,1.2167
3.695,3.6195,1,1.6453,0.89966,1.0501,0.16075,0.17779,0.16075,0.87875,0.30254,0.17779,0.30254,1.2338
3.7813,3.692,1,1.705,0.90601,1.0544,0.17065,0.19024,0.17065,0.87589,0.32069,0.19024,0.32069,1.2514
3.8737,3.7689,1,1.768,0.91356,1.059,0.18068,0.20299,0.18068,0.87343,0.33903,0.20299,0.33903,1.2696
3.9725,3.8503,1,1.8344,0.9223,1.0637,0.19086,0.21606,0.19086,0.87138,0.35758,0.21606,0.35758,1.2883
4.0778,3.9364,1,1.9043,0.93225,1.0686,0.20118,0.22944,0.20118,0.86973,0.37635,0.22944,0.37635,1.3077
4.19,4.0273,1,1.9779,0.94342,1.0737,0.21164,0.24316,0.21164,0.86848,0.39535,0.24316,0.39535,1.3276
4.3093,4.123,1,2.0553,0.95581,1.079,0.22226,0.25721,0.22226,0.86763,0.41459,0.25721,0.41459,1.3481
4.4359,4.2237,1,2.1369,0.96943,1.0845,0.23304,0.2716,0.23304,0.8672,0.43407,0.2716,0.43407,1.3692
4.5702,4.3297,1,2.2226,0.98431,1.0903,0.24399,0.28634,0.24399,0.86716,0.45381,0.28634,0.45381,1.3909
4.7126,4.4409,1,2.3128,1.0004,1.0962,0.25511,0.30143,0.25511,0.86754,0.47382,0.30143,0.47382,1.4133
4.8632,4.5576,1,2.4075,1.0179,1.1024,0.2664,0.3169,0.2664,0.86832,0.49411,0.3169,0.49411,1.4363
5.0226,4.68,1,2.5071,1.0366,1.1088,0.27788,0.33273,0.27788,0.86952,0.51468,0.33273,0.51468,1.46
3,3,1,1,1,1,0,0,0,1,0,0,0,1
3.0019,3.0019,1,0.98051,1.0213,1.0058,0.0075312,0.011523,0.0075312,1.0047,0.01471,0.011523,0.01471,0.99003
3.0077,3.0077,1,0.9628,1.0444,1.0118,0.015311,0.023108,0.015311,1.0097,0.029429,0.023108,0.029429,0.98051
3.0175,3.0173,1,0.94684,1.0695,1.018,0.023342,0.034762,0.023342,1.015,0.044164,0.034762,0.044164,0.97143
3.0312,3.0306,1,0.93262,1.0964,1.0244,0.031629,0.046489,0.031629,1.0205,0.058923,0.046489,0.058923,0.9628
3.0488,3.0479,1,0.9201,1.1253,1.0311,0.040176,0.058295,0.040176,1.0264,0.073712,0.058295,0.073712,0.9546
3.0706,3.0689,1,0.90928,1.1562,1.038,0.048987,0.070186,0.048987,1.0326,0.088539,0.070186,0.088539,0.94684
3.0965,3.0938,1,0.90013,1.1892,1.0452,0.058067,0.082168,0.058067,1.0391,0.10341,0.082168,0.10341,0.93951
3.1266,3.1225,1,0.89266,1.2243,1.0526,0.067419,0.094246,0.067419,1.046,0.11833,0.094246,0.11833,0.93262
3.161,3.1552,1,0.88685,1.2615,1.0602,0.077049,0.10643,0.077049,1.0531,0.13332,0.10643,0.13332,0.92615
3.1997,3.1918,1,0.88269,1.301,1.0682,0.08696,0.11872,0.08696,1.0606,0.14837,0.11872,0.14837,0.9201
3.243,3.2323,1,0.88019,1.3428,1.0763,0.097159,0.13112,0.097159,1.0684,0.16349,0.13112,0.16349,0.91448
3.2908,3.2769,1,0.87935,1.387,1.0848,0.10765,0.14365,0.10765,1.0765,0.1787,0.14365,0.1787,0.90928
3.3433,3.3256,1,0.88017,1.4336,1.0935,0.11844,0.1563,0.11844,1.085,0.19399,0.1563,0.19399,0.9045
3.4007,3.3785,1,0.88267,1.4828,1.1025,0.12953,0.16908,0.12953,1.0939,0.20938,0.16908,0.20938,0.90013
3.463,3.4356,1,0.88685,1.5345,1.1118,0.14092,0.18201,0.14092,1.103,0.22488,0.18201,0.22488,0.89619
3.5305,3.497,1,0.89273,1.5889,1.1213,0.15263,0.19507,0.15263,1.1126,0.24049,0.19507,0.24049,0.89266
3.6032,3.5629,1,0.90032,1.6462,1.1312,0.16466,0.2083,0.16466,1.1225,0.25621,0.2083,0.25621,0.88954
3.6813,3.6332,1,0.90966,1.7063,1.1414,0.17702,0.22168,0.17702,1.1328,0.27207,0.22168,0.27207,0.88685
3.7651,3.7082,1,0.92076,1.7694,1.1518,0.18971,0.23522,0.18971,1.1434,0.28806,0.23522,0.28806,0.88456
3.8547,3.7879,1,0.93365,1.8356,1.1626,0.20273,0.24894,0.20273,1.1544,0.30419,0.24894,0.30419,0.88269
3.9503,3.8724,1,0.94836,1.905,1.1737,0.2161,0.26284,0.2161,1.1658,0.32048,0.26284,0.32048,0.88123
4.0521,3.962,1,0.96494,1.9777,1.1851,0.22982,0.27692,0.22982,1.1776,0.33692,0.27692,0.33692,0.88019
4.1604,4.0567,1,0.98341,2.0539,1.1969,0.24389,0.2912,0.24389,1.1899,0.35353,0.2912,0.35353,0.87956
4.2754,4.1567,1,1.0038,2.1337,1.209,0.25833,0.30567,0.25833,1.2025,0.37032,0.30567,0.37032,0.87935
4.3973,4.2621,1,1.0262,2.2172,1.2214,0.27315,0.32036,0.27315,1.2155,0.3873,0.32036,0.3873,0.87955
4.5265,4.3732,1,1.0507,2.3045,1.2342,0.28834,0.33526,0.28834,1.2289,0.40446,0.33526,0.40446,0.88017
4.6632,4.49,1,1.0772,2.3959,1.2473,0.30391,0.35038,0.30391,1.2428,0.42183,0.35038,0.42183,0.88121
4.8076,4.6128,1,1.1059,2.4915,1.2609,0.31989,0.36573,0.31989,1.2571,0.43941,0.36573,0.43941,0.88267
4.9602,4.7418,1,1.1369,2.5914,1.2747,0.33626,0.38132,0.33626,1.2719,0.45721,0.38132,0.45721,0.88455
3,3,1,1,1,1,0,0,0,1,0,0,0,1
3.0019,3.0019,1,1.0092,0.99182,0.98626,0.0093867,0.008025,0.0093867,1.0097,0.01348,0.008025,0.01348,1.0045
3.0078,3.0076,1,1.0195,0.98464,0.97287,0.018844,0.016102,0.018844,1.0198,0.027227,0.016102,0.027227,1.0092
3.0177,3.017,1,1.031,0.97844,0.95981,0.028377,0.024235,0.028377,1.0303,0.041247,0.024235,0.041247,1.0142
3.0316,3.0302,1,1.0436,0.97317,0.94708,0.037989,0.032429,0.037989,1.0412,0.055548,0.032429,0.055548,1.0195
3.0498,3.0469,1,1.0574,0.9688,0.93469,0.047686,0.040687,0.047686,1.0524,0.070137,0.040687,0.070137,1.0251
3.0723,3.0672,1,1.0725,0.9653,0.92262,0.057473,0.049012,0.057473,1.0641,0.085021,0.049012,0.085021,1.031
3.0992,3.0911,1,1.089,0.96264,0.91088,0.067354,0.057411,0.067354,1.0761,0.10021,0.057411,0.10021,1.0371
3.1306,3.1185,1,1.1068,0.96079,0.89946,0.077334,0.065886,0.077334,1.0886,0.1157,0.065886,0.1157,1.0436
3.1667,3.1495,1,1.1261,0.95973,0.88836,0.087418,0.074441,0.087418,1.1015,0.13151,0.074441,0.13151,1.0504
3.2076,3.1839,1,1.1469,0.95944,0.87757,0.097612,0.083082,0.097612,1.1148,0.14765,0.083082,0.14765,1.0574
3.2534,3.2219,1,1.1692,0.95988,0.8671,0.10792,0.091813,0.10792,1.1286,0.16413,0.091813,0.16413,1.0648
3.3044,3.2633,1,1.1932,0.96105,0.85693,0.11835,0.10064,0.11835,1.1428,0.18094,0.10064,0.18094,1.0725
3.3607,3.3082,1,1.2189,0.96291,0.84708,0.1289,0.10956,0.1289,1.1575,0.1981,0.10956,0.1981,1.0806
3.4225,3.3567,1,1.2464,0.96545,0.83753,0.13959,0.11859,0.13959,1.1726,0.21563,0.11859,0.21563,1.089
3.49,3.4087,1,1.2758,0.96866,0.82829,0.15041,0.12772,0.15041,1.1883,0.23352,0.12772,0.23352,1.0977
3.5634,3.4642,1,1.3072,0.97251,0.81935,0.16137,0.13697,0.16137,1.2044,0.25179,0.13697,0.25179,1.1068
3.6429,3.5233,1,1.3406,0.97699,0.8107,0.17248,0.14633,0.17248,1.2211,0.27045,0.14633,0.27045,1.1163
3.7287,3.586,1,1.3761,0.98209,0.80236,0.18374,0.15582,0.18374,1.2382,0.28951,0.15582,0.28951,1.1261
3.8212,3.6523,1,1.414,0.98779,0.79431,0.19516,0.16543,0.19516,1.2559,0.30897,0.16543,0.30897,1.1363
3.9205,3.7223,1,1.4541,0.99409,0.78656,0.20675,0.17518,0.20675,1.2741,0.32885,0.17518,0.32885,1.1469
4.027,3.7961,1,1.4967,1.001,0.7791,0.21851,0.18506,0.21851,1.2929,0.34916,0.18506,0.34916,1.1578
4.141,3.8736,1,1.5419,1.0084,0.77193,0.23044,0.19509,0.23044,1.3123,0.3699,0.19509,0.3699,1.1692
4.2627,3.955,1,1.5899,1.0164,0.76506,0.24256,0.20526,0.24256,1.3322,0.3911,0.20526,0.3911,1.181
4.3925,4.0404,1,1.6406,1.025,0.75847,0.25487,0.21559,0.25487,1.3527,0.41275,0.21559,0.41275,1.1932
4.5308,4.1297,1,1.6943,1.0341,0.75217,0.26738,0.22608,0.26738,1.3739,0.43488,0.22608,0.43488,1.2059
4.6779,4.2231,1,1.7511,1.0438,0.74616,0.2801,0.23673,0.2801,1.3956,0.4575,0.23673,0.4575,1.2189
4.8342,4.3206,1,1.8112,1.0539,0.74044,0.29302,0.24756,0.29302,1.418,0.48061,0.24756,0.48061,1.2325
5.0001,4.4224,1,1.8747,1.0647,0.73501,0.30616,0.25856,0.30616,1.4411,0.50422,0.25856,0.50422,1.2464
5.1761,4.5285,1,1.9418,1.0759,0.72986,0.31953,0.26974,0.31953,1.4648,0.52837,0.26974,0.52837,1.2609
3,3,1,1,1,1,0,0,0,1,0,0,0,1
3.0019,3.0019,1,1.0171,0.98461,0.99465,0.0078318,0.018596,0.0078318,0.99749,0.0050396,0.018596,0.0050396,1.0083
3.0078,3.0076,1,1.036,0.97092,0.98973,0.015696,0.037287,0.015696,0.99508,0.010254,0.037287,0.010254,1.0171
3.0176,3.0171,1,1.0568,0.95888,0.98525,0.023596,0.056083,0.023596,0.99276,0.015647,0.056083,0.015647,1.0264
3.0314,3.0304,1,1.0794,0.94845,0.9812,0.031536,0.074991,0.031536,0.99053,0.021219,0.074991,0.021219,1.036
3.0494,3.0473,1,1.1041,0.93959,0.97759,0.039519,0.094022,0.039519,0.98841,0.026974,0.094022,0.026974,1.0462
3.0715,3.0679,1,1.1307,0.93228,0.97442,0.04755,0.11319,0.04755,0.98637,0.032916,0.11319,0.032916,1.0568
3.098,3.0923,1,1.1594,0.92648,0.97168,0.055633,0.13249,0.055633,0.98444,0.039045,0.13249,0.039045,1.0679
3.1288,3.1203,1,1.1904,0.92217,0.96938,0.063771,0.15194,0.063771,0.9826,0.045367,0.15194,0.045367,1.0794
3.1642,3.152,1,1.2235,0.91931,0.96752,0.071969,0.17156,0.071969,0.98087,0.051883,0.17156,0.051883,1.0915
3.2042,3.1873,1,1.259,0.91791,0.96609,0.080231,0.19135,0.080231,0.97923,0.058598,0.19135,0.058598,1.1041
3.2489,3.2264,1,1.2969,0.91792,0.96511,0.08856,0.21131,0.08856,0.9777,0.065513,0.21131,0.065513,1.1171
3.2985,3.2692,1,1.3374,0.91935,0.96456,0.096962,0.23147,0.096962,0.97628,0.072634,0.23147,0.072634,1.1307
3.3532,3.3158,1,1.3804,0.92217,0.96446,0.10544,0.25183,0.10544,0.97495,0.079963,0.25183,0.079963,1.1448
3.413,3.3661,1,1.4262,0.92637,0.96481,0.114,0.27239,0.114,0.97374,0.087504,0.27239,0.087504,1.1594
3.4783,3.4203,1,1.4748,0.93196,0.96561,0.12264,0.29318,0.12264,0.97263,0.095262,0.29318,0.095262,1.1746
3.5491,3.4784,1,1.5263,0.93892,0.96685,0.13137,0.3142,0.13137,0.97163,0.10324,0.3142,0.10324,1.1904
3.6257,3.5404,1,1.581,0.94725,0.96855,0.1402,0.33546,0.1402,0.97075,0.11144,0.33546,0.11144,1.2066
3.7082,3.6064,1,1.6388,0.95696,0.9707,0.14912,0.35698,0.14912,0.96997,0.11987,0.35698,0.11987,1.2235
3.7969,3.6765,1,1.7,0.96804,0.97331,0.15815,0.37876,0.15815,0.96932,0.12853,0.37876,0.12853,1.241
3.892,3.7507,1,1.7646,0.98051,0.97638,0.16729,0.40082,0.16729,0.96877,0.13743,0.40082,0.13743,1.259
3.9938,3.8292,1,1.8329,0.99436,0.97992,0.17653,0.42316,0.17653,0.96835,0.14657,0.42316,0.14657,1.2777
4.1025,3.9119,1,1.9051,1.0096,0.98393,0.1859,0.4458,0.1859,0.96804,0.15595,0.4458,0.15595,1.2969
4.2183,3.9991,1,1.9812,1.0263,0.98841,0.19539,0.46876,0.19539,0.96785,0.16559,0.46876,0.16559,1.3168
4.3417,4.0907,1,2.0614,1.0444,0.99336,0.205,0.49203,0.205,0.96779,0.17548,0.49203,0.17548,1.3374
4.4729,4.187,1,2.146,1.0639,0.9988,0.21475,0.51564,0.21475,0.96786,0.18564,0.51564,0.18564,1.3585
4.6122,4.288,1,2.2351,1.0849,1.0047,0.22463,0.5396,0.22463,0.96805,0.19606,0.5396,0.19606,1.3804
4.76,4.3939,1,2.329,1.1074,1.0111,0.23465,0.56392,0.23465,0.96837,0.20675,0.56392,0.20675,1.4029
4.9166,4.5048,1,2.4278,1.1314,1.0181,0.24483,0.58861,0.24483,0.96882,0.21772,0.58861,0.21772,1.4262
5.0824,4.6208,1,2.5318,1.157,1.0255,0.25515,0.61368,0.25515,0.96941,0.22897,0.61368,0.22897,1.4501
3,3,1,1,1,1,0,0,0,1,0,0,0,1
3.0019,3.0019,1,1.0195,0.98194,1.0046,-0.0081845,0.0019284,-0.0081845,0.98632,0.016024,0.0019284,0.016024,1.0096
3.0076,3.0078,1,1.0403,0.96526,1.0093,-0.016264,0.003753,-0.016264,0.97314,0.031966,0.003753,0.031966,1.0195
3.0171,3.0177,1,1.0627,0.94996,1.0141,-0.024242,0.0054745,-0.024242,0.96047,0.047834,0.0054745,0.047834,1.0297
3.0302,3.0316,1,1.0864,0.93604,1.019,-0.032122,0.007094,-0.032122,0.94829,0.063634,0.007094,0.063634,1.0403
3.0469,3.0498,1,1.1117,0.92348,1.024,-0.039909,0.0086121,-0.039909,0.9366,0.079376,0.0086121,0.079376,1.0513
3.0672,3.0723,1,1.1384,0.91228,1.029,-0.047605,0.010029,-0.047605,0.92538,0.095065,0.010029,0.095065,1.0627
3.0911,3.0991,1,1.1666,0.90245,1.0342,-0.055215,0.011347,-0.055215,0.91463,0.11071,0.011347,0.11071,1.0744
3.1186,3.1305,1,1.1964,0.89398,1.0394,-0.062742,0.012565,-0.062742,0.90434,0.12632,0.012565,0.12632,1.0864
3.1496,3.1666,1,1.2278,0.88688,1.0447,-0.070189,0.013684,-0.070189,0.8945,0.1419,0.013684,0.1419,1.0988
3.184,3.2075,1,1.2608,0.88116,1.0501,-0.07756,0.014705,-0.07756,0.88511,0.15745,0.014705,0.15745,1.1117
3.222,3.2533,1,1.2954,0.87683,1.0556,-0.084858,0.015627,-0.084858,0.87615,0.17299,0.015627,0.17299,1.1248
3.2635,3.3042,1,1.3317,0.87389,1.0612,-0.092086,0.016453,-0.092086,0.86763,0.18852,0.016453,0.18852,1.1384
3.3085,3.3605,1,1.3697,0.87237,1.0669,-0.099248,0.017181,-0.099248,0.85953,0.20404,0.017181,0.20404,1.1523
3.357,3.4222,1,1.4095,0.87227,1.0727,-0.10635,0.017812,-0.10635,0.85185,0.21957,0.017812,0.21957,1.1666
3.409,3.4896,1,1.4511,0.87362,1.0785,-0.11339,0.018347,-0.11339,0.84458,0.23512,0.018347,0.23512,1.1813
3.4646,3.5629,1,1.4946,0.87645,1.0845,-0.12037,0.018785,-0.12037,0.83772,0.25068,0.018785,0.25068,1.1964
3.5238,3.6423,1,1.54,0.88077,1.0905,-0.12729,0.019127,-0.12729,0.83126,0.26627,0.019127,0.26627,1.2119
3.5866,3.7281,1,1.5873,0.88662,1.0966,-0.13417,0.019373,-0.13417,0.82519,0.28189,0.019373,0.28189,1.2278
3.653,3.8205,1,1.6366,0.89403,1.1028,-0.141,0.019523,-0.141,0.81952,0.29754,0.019523,0.29754,1.2441
3.7232,3.9197,1,1.6881,0.90303,1.109,-0.14778,0.019577,-0.14778,0.81422,0.31325,0.019577,0.31325,1.2608
3.7971,4.026,1,1.7416,0.91366,1.1154,-0.15452,0.019534,-0.15452,0.80931,0.329,0.019534,0.329,1.2779
3.8748,4.1398,1,1.7973,0.92596,1.1218,-0.16122,0.019396,-0.16122,0.80477,0.34482,0.019396,0.34482,1.2954
3.9564,4.2614,1,1.8553,0.93998,1.1284,-0.16789,0.019161,-0.16789,0.8006,0.3607,0.019161,0.3607,1.3133
4.0419,4.391,1,1.9157,0.95577,1.135,-0.17452,0.01883,-0.17452,0.7968,0.37665,0.01883,0.37665,1.3317
4.1314,4.5291,1,1.9784,0.97337,1.1417,-0.18112,0.018402,-0.18112,0.79336,0.39268,0.018402,0.39268,1.3505
4.225,4.6759,1,2.0436,0.99285,1.1484,-0.18769,0.017877,-0.18769,0.79028,0.4088,0.017877,0.4088,1.3697
4.3228,4.832,1,2.1114,1.0143,1.1553,-0.19423,0.017255,-0.19423,0.78755,0.42501,0.017255,0.42501,1.3894
4.4248,4.9977,1,2.1818,1.0377,1.1623,-0.20076,0.016536,-0.20076,0.78518,0.44131,0.016536,0.44131,1.4095
4.5312,5.1734,1,2.255,1.0631,1.1693,-0.20726,0.015718,-0.20726,0.78315,0.45772,0.015718,0.45772,1.4301
3,3,1,1,1,1,0,0,0,1,0,0,0,1
3.0019,3.0019,1,0.97587,1.0257,1.0125,-0.0090527,0.003302,-0.0090527,1.0003,0.015227,0.003302,0.015227,0.98774
