x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
0.0004000000000000029,0.000400000000000003,0.000400000000000003,0.00039999999999999693,0.0004,0.0004000000000000031,0.00039999999999999715,0.00039999999999999704,0.0004000000000000031,0.00039999999999999693,0.000400000000000003,0.0004000000000000031,0.00039999999999999693,0.000400000000000003,0.00039999999999999704,0.0004000000000000031,0.00039999999999999693,0.00039999999999999704,0.0004,0.00040000000000000013,0.00040000000000000013,0.0004000000000000031,0.00039999999999999693,0.0004,0.00039999999999999693,0.0004000000000000031,0.00039999999999999693,0.00039999999999999693,0.0004000000000000031,0.00040000000000000013,0.00039999999999999693,0.0004000000000000031,0.00039999999999999704
0.00039748291537401064,0.0003977786529241254,0.0003977522384230922,0.0004020315043384969,0.00040001389337567244,0.0003979781457165977,0.00040251708462598387,0.00040222021361651235,0.000397967943889258,0.0004020214038901646,0.0003977526836269058,0.0003979781764976939,0.0004020454504373304,0.00039777980744198677,0.0004022477625577875,0.00039797859346119507,0.0004020213749486227,0.00040223416715032305,0.00040001387217649905,0.0004002909424931839,0.0004002909424281535,0.0003979786237108441,0.0004020218262268303,0.0003999993370258213,0.0004020450418980581,0.00039796912027480566,0.00040202182417608146,0.0004020218532511001,0.00039797752541645447,0.0004002670378240582,0.00040203082714980107,0.00039795454956269,0.0004022213473444902
0.00038535881457610555,0.0003862702262509746,0.00038618858469621233,0.00041314165285003836,0.0004000429560781691,0.00038688814763968834,0.0004146411854238727,0.00041372627035094324,0.0003868566426795228,0.0004131104604634881,0.00038618996059679373,0.0003868882427354222,0.00041318475240505534,0.0003862737947382674,0.0004138114183405828,0.0003868895311176256,0.00041311037143034916,0.0004137693821838345,0.00040004289053375896,0.0004008993417316648,0.00040089934152849556,0.00038688962442820187,0.0004131117656817269,0.0003999979501910017,0.00041318349044340135,0.00038686027684602244,0.0004131117587266928,0.00041311184917111637,0.00038688623137855544,0.00040082543146844436,0.0004131395607352236,0.00038681524759501555,0.0004137297748202274
0.00036203013015958325,0.00036371221081173155,0.00036356078960949625,0.00043519267053730433,0.0004000797063026238,0.0003648625367141036,0.0004379698698403681,0.00043628129111753286,0.0003648041702123298,0.0004351348821441171,0.0003635633411630728,0.0003648627130025658,0.0004352726101917394,0.00036371882960877796,0.00043643921603167226,0.00036486510183788315,0.00043513471775524077,0.00043636120591429616,0.00040007958468306955,0.0004016679065274889,0.00040166790614682156,0.00036486527456740405,0.0004351373026010114,0.0003999961965179636,0.0004352702712643757,0.00036481090676598757,0.00043513728862933733,0.0004351374573738198,0.0003648589846474931,0.0004015307532293436,0.0004351887921638125,0.0003647273898084058,0.00043628779159440514
0.0003267324487751786,0.0003293503610504139,0.000329112588142848,0.00046891769444295226,0.0004001251182875199,0.0003311688792229391,0.00047326755122473543,0.0004706394347626469,0.00033107734701376564,0.000468827067532952,0.000329116594099532,0.00033116915597011267,0.0004690432954618973,0.0003293607548181571,0.00047088742072560623,0.00033117290683657596,0.00046882681024515644,0.00047076481209203547,0.0004001249273765621,0.00040261486454451164,0.00040261486394243845,0.00033117317770263606,0.00046883086852494613,0.0003999940295142263,0.00046903962466473084,0.0003310879216204177,0.00046883084532010097,0.00046883111149607394,0.0003311633036840642,0.0004023994946047256,0.0004689116057790984,0.0003309567045383472,0.00047064964322291386
0.0002792707483763228,0.0002830347725524803,0.0002826882435667993,0.0005144150678185219,0.0004001821079497091,0.00028571094454412775,0.0005207292516235436,0.0005169503555445527,0.00028557770570464497,0.0005142831454137201,0.0002826940807281025,0.00028571134796254296,0.000514598375759471,0.0002830499207560384,0.0005173117693671486,0.00028571681679285415,0.0005142827710541494,0.0005171328650863259,0.00040018183008221466,0.00040379626756324917,0.0004037962666823524,0.0002857172113773363,0.0005142886877437817,0.0003999913100283577,0.0005145930263009463,0.0002855931194507659,0.0005142886527854172,0.0005142890419270271,0.00028570281826815986,0.00040348255362333986,0.0005144061916747991,0.0002854016242409003,0.0005169652341196057
0.00021967703287926327,0.00022486959584730077,0.00022438142209739824,0.0005714892224469427,0.0004002559472937926,0.00022868816745289812,0.0005803229671205453,0.0005751094536028938,0.00022850058692755658,0.0005713034945207385,0.00022438964369500024,0.00022868873647629895,0.0005717481923704113,0.00022489093563171617,0.0005756185961275353,0.00022869645198861932,0.0005713029667744362,0.0005753661800603592,0.0004002555567613091,0.0004053062090297544,0.0004053062077878452,0.00022869700844522998,0.0005713113138868804,0.00039998778646552663,0.0005717406488795362,0.00022852232739697012,0.0005713112640982385,0.0005713118134648812,0.00022867670746509416,0.0004048645725084843,0.0005714767009616293,0.00022825180763011934,0.0005751304137538086
0.0001479960400322038,0.0001549651059792296,0.00015428787396425169,0.0006399131186370442,0.0004003542035597418,0.00016033319524258013,0.0006520039599675371,0.0006450058324482721,0.00016007269866736374,0.0006396551963570661,0.0001542992781220725,0.0001603339873034375,0.0006402743227653834,0.00015499470748263523,0.0006457121513144678,0.00016034472948934475,0.0006396544612492126,0.0006453613677588957,0.0004003536631097551,0.0004072513195404396,0.00040725131781846325,0.00016034550425719118,0.0006396660827994282,0.00039998309766133125,0.0006402638238188623,0.00016010296225161733,0.000639666014293471,0.0006396667781959305,0.00016031724656547045,0.00040663811177523096,0.0006398956851524315,0.0001597256772353463,0.0006450349070798174
6.430538683823838e-5,7.339048806862756e-5,7.246172950865158e-5,0.0007195261659523284,0.0004004850903239023,8.081273926358165e-5,0.0007356946131614247,0.0007265696638439583,8.045426899507381e-5,0.000719171244283476,7.247736874195569e-5,8.081383194389978e-5,0.0007200255533250198,7.34310764972392e-5,0.0007275383051443052,8.082865437403355e-5,0.0007191702286000668,0.0007270564168804009,0.0004004843501749286,0.0004096714294013748,0.00040967142703909074,8.082972381349773e-5,0.0007191862647650526,0.0003999768515621404,0.0007200110683448451,8.049602570833346e-5,0.0007191861727708313,0.0007191872240939229,8.079074135819078e-5,0.0004088272812826955,0.0007195021079542343,7.997444667595606e-5,0.0007266095289762696
-3.126278191217802e-5,-1.9748174815246685e-5,-2.1012110975282886e-5,0.0008101810192470022,0.00040066062409178173,-9.716840701294387e-6,0.0008312627819117538,0.0008196939608028909,-1.020788907108534e-5,0.0008096948466977804,-2.0990825446458392e-5,-9.715340329966341e-6,0.0008108682010325877,-1.9692953538091667e-5,0.0008210121581084063,-9.694984039956703e-6,0.0008096934490626451,0.0008203554170606653,0.00040065961613250123,0.00041260826566554367,0.00041260826244178734,-9.693514407121788e-6,0.0008097154731221317,0.00039996847449768713,0.0008108483036853645,-1.0150534665454274e-5,0.000809715351573457,0.0008097167903867446,-9.747042701784708e-6,0.00041145055911896857,0.000810147971049487,-1.0868201031306543e-5,0.0008197481963731264
-0.00013713054955243363,-0.00012437276790003103,-0.00012608776404298734,0.0009117718551556115,0.00040089876863468125,-0.00011113598874876602,0.0009371305495519124,0.0009242992310067729,-0.00011180875188169641,0.0009111058040397022,-0.00012605887476047924,-0.00011113392955996467,0.0009127165247415734,-0.00012429786470492067,0.000926087827957431,-0.0001111059896086735,0.0009111038809942252,0.000925195871731828,0.000400897397333841,0.00041448142886527404,0.0004144814244745075,-0.00011110397068366098,0.000911134111813925,0.0003999571082738652,0.0009126891928799843,-0.0001117299952866938,0.00091113395270666,0.0009111359196926172,-0.00011117744024778138,0.00041289543906739435,0.0009117264747981919,-0.00011271652473991109,0.000924372794495584
-0.00024301071900231335,-0.00023411050308587222,-0.0002364379356557576,0.001024236381016073,0.00040122092467944265,-0.00022336559619536668,0.0010430107190016855,0.0010340107337308935,-0.00022428698467773337,0.0010233242434018984,-0.00023639871613854118,-0.0002233627745923755,0.0010255315470588176,-0.00023400887999697277,0.0010364380223376007,-0.00022332449349655618,0.001023321601357775,0.0010352269041147934,0.0004012190617890518,0.00041108454620822636,0.00041108454025677203,-0.00022332172426908623,0.001023363024335106,0.0003999417293560682,0.0010254940440049215,-0.0002241789926986152,0.0010233628173544284,0.001023365501566452,-0.00022342240716173714,0.0004089222271825099,0.0010241741649668593,-0.00022553154705667763,0.0010341105352342911
-0.00033862054406014766,-0.00034486007601283465,-0.0003480258651928202,0.0011475342138615736,0.0004016548224713173,-0.0003463428109042686,0.0011386205440594036,0.0011447243851495,-0.00034760345228143234,0.001146286324728334,-0.0003479724957710769,-0.0003463389552248003,0.0011493021608024773,-0.00034472186394531474,0.0011480259830253094,-0.00034628666093226406,0.0011462827050629405,0.0011463781985188604,0.0004016522971856245,0.0003962996146415015,0.00039629960661789884,-0.0003462828730448954,0.0011463392965153914,0.0003999210080083944,0.001149250818442106,-0.0003474557589580402,0.001146339028346676,0.0011463426815853544,-0.0003464204775534087,0.0003933686949661739,0.001147449155803732,-0.000349302160799737,0.0011448601142364748
-0.00042239774369499163,-0.0004550413388432517,-0.0004593584677747076,0.0012816460511248088,0.0004022429633289701,-0.00048001230276599564,0.001222397743694122,0.0012548562467712375,-0.00048174078240532464,0.0012799352015159147,-0.00045928563811886003,-0.0004800070363439876,0.0012840517857524976,-0.00045485280762671214,0.0012593586284123594,-0.0004799356535688955,0.0012799302452844033,0.0012571112598887115,0.0004022395389049341,0.00037020102295412,0.00037020101213472705,-0.0004799304747720587,0.0012800075025512355,0.00039989289072282796,0.0012839814942407315,-0.0004815388688764552,0.0012800071552481437,0.0012800121261116178,-0.00048011847073782657,0.00036623056051813846,0.0012815298407864468,-0.00048405178574899337,0.0012550413836693278
-0.0004942369467164666,-0.0005645979829337516,-0.0005704854486747576,0.0014265824919734453,0.0004030415173425239,-0.0006243337859867602,0.0012942369467154615,0.0013643452236108788,-0.0006267121762132957,0.0014242285500456705,-0.000570385966408998,-0.0006243265900216521,0.0014298430251182864,-0.0005643405271189203,0.001370485667908029,-0.0006242291587286192,0.0014242217625596812,0.0013674203429116048,0.00040303686688671395,0.00033284267514154794,0.0003328426605050704,-0.0006242220761965619,0.0014243272271221461,0.00039985459614211185,0.0014297467286978267,-0.0006264360925732691,0.001424326776463556,0.0014243335445735382,-0.000624479029089642,0.00032745504584705146,0.0014264237471485934,-0.0006298430251138003,0.0013645980348894482
-0.0005540909488214471,-0.0006734899550340085,-0.0006814803316145656,0.0015823721762198923,0.00040411139947036615,-0.0007792773365008492,0.0013540909488202982,0.001473145833938952,-0.0007825491817218787,0.00157913415610524,-0.0006813448718880192,-0.0007792675315877072,0.001586756648452813,-0.0006731394398180222,0.001481480629927957,-0.0007791349746706854,0.0015791248893781227,0.0014773193207273522,0.0004041050929507918,0.0002843321337495417,0.0002843321139372874,-0.0007791253168209407,0.0015792683998078632,0.000399802980826894,0.0015866251107699806,-0.0007821729301523976,0.001579267814479388,0.001579277007505644,-0.0007794755513119247,0.0002770343637114616,0.0015821561046707126,-0.0007867566484470664,0.0014734900146473769
-0.0006019560267242867,-0.0007817240161130958,-0.0007925116530613132,0.001749075673473746,0.0004055400770269483,-0.0009448124546910575,0.0014019560267229845,0.0015812561392063741,-0.0009493168556223442,0.001744617933545141,-0.0007923274769668124,-0.000944799108509659,0.0017549195631548849,-0.0007812474455037278,0.0015925120584686617,-0.0009446190348704993,0.0017446052983798425,0.0015868916970177825,0.00040553151899427344,0.0002248037037097756,0.0002248036768322059,-0.0009446058803221533,0.0017448002905194008,0.00039973309535572146,0.001754740164551578,-0.0009488051333177169,0.0017447995280332077,0.0017448120067871831,-0.00094508278930514,0.00021493810329576384,0.0017487822494812867,-0.0009549195631475044,0.0015817240839135695
-0.0006377940273591491,-0.0008892942707670445,-0.0009037530125998111,0.0019267844305331562,0.00040742636243364235,-0.0011209140752422024,0.001437794027357685,0.0016886570829638804,-0.0011271128318523789,0.0019206496296502449,-0.0009035022224383805,-0.0011208958876508654,0.0019344804656086926,-0.000888645243111646,0.0017037535645200983,-0.001120651115091051,0.0019206323866667123,0.0016962163177013272,0.00040741470805900703,0.00015436665911662192,0.00015436662251548845,-0.0011206331798221236,0.0019208974987519332,0.0003996377517489932,0.0019342358425236145,-0.0011264175037984123,0.0019208965003732147,0.0019209134647428356,-0.0011212833248627578,0.00014109282755623827,0.0019263864110806114,-0.0011344804655991725,0.0016892943472856434
-0.0006616140718412589,-0.000996234433370893,-0.0010152888798680548,0.0021155739518424906,0.00040980489076575624,-0.0013075640798246434,0.0014616140718396243,0.0017953673469072035,-0.0013160191029063083,0.002107205375065369,-0.001014947682981817,-0.0013075393424923426,0.002125499848671522,-0.0009953512349238653,0.001815289630761206,-0.0013072073774993988,0.0021071818969403597,0.0018053493725853265,0.0004097890112017649,7.309395507030917e-5,7.30939052375963e-5,-0.001307182975760088,0.002107541534175936,0.00039950898833229927,0.0021251675835715074,-0.0013150785193949948,0.002107540223152057,0.002107563249339512,-0.0013080674985036292,5.548343542697632e-5,0.0021150364653996882,-0.0013254998486592134,0.0017962345191399995
-0.0006734718018380362,-0.0011025666116677758,-0.0011271893356605308,0.0023154815408139764,0.0004127127594155785,-0.001504744517215046,0.0014734718018362223,0.0019013865040029,-0.001516082157016507,0.002304258666573669,-0.0011267250808635024,-0.001504710916005983,0.002327973139240301,-0.0011013645750717067,0.001927190357539586,-0.0015042613655286677,0.002304226751210883,0.0019143431834890562,0.0004126911011687644,-1.8947886064881847e-5,-1.894795389399543e-5,-0.0015042282164043675,0.0023047138934229653,0.00039933501148755734,0.0023275236368148953,-0.0015148154218033597,0.002304712166287617,0.0023047433890419178,-0.0015054298324709548,-4.185111911322154e-5,0.002314758797730682,-0.0015279731392243523,0.0019025667072209039
-0.0006749434935253227,-0.0012100137268875977,-0.0012379941648041682,0.0025265119971482016,0.00041456597594186436,-0.0017124414322336231,0.0014749434935233214,0.0020084061328418563,-0.0017273208688789708,0.0025117824381194515,-0.001237361554418864,-0.0017123957346108006,0.002540514635750315,-0.001208376259837777,0.002037995557092824,-0.0017117860834948483,0.0025117390141494917,0.0020232377940983077,0.0004145363950392034,-0.00012170720979696607,-0.00012170730228311827,-0.0017117410060580559,0.002512399784080211,0.0003990980183872193,0.0025399079927530257,-0.0017256174366355535,0.0025123974969677924,0.0025124398979628993,-0.0017133749179525425,-0.00014941427349967636,0.00252554131216135,-0.001740514635729585,0.0020100138327675656
