x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66
0.0004,0.00039999999999999704,0.000400000000000003,0.000400000000000003,0.0004,0.0004000000000000031,0.00040000000000000013,0.0004000000000000031,0.000400000000000003,0.0004000000000000031,0.0004000000000000029,0.00040000000000000013,0.00039999999999999693,0.00039999999999999693,0.00039999999999999715,0.0004000000000000031,0.0004,0.0003999999999999999,0.0004000000000000031,0.00039999999999999693,0.0004000000000000031,0.0004000000000000031,0.00039999999999999693,0.000400000000000003,0.00040000000000000013,0.00040000000000000013,0.00039999999999999693,0.0003999999999999999,0.00039999999999999704,0.00039999999999999693,0.00039999999999999693,0.00039999999999999693,0.00039999999999999715,0.0004,0.00040000000000000013,0.0004000000000000031,0.0004000000000000031,0.00039999999999999693,0.00039999999999999715,0.00039999999999999693,0.00039999999999999693,0.00039999999999999704,0.00039999999999999704,0.0003999999999999999,0.00039999999999999693,0.0004000000000000031,0.0004000000000000031,0.0004000000000000031,0.00039999999999999693,0.00039999999999999704,0.000400000000000003,0.00039999999999999704,0.00039999999999999715,0.00039999999999999693,0.00040000000000000013,0.0004000000000000031,0.00040000000000000013,0.00039999999999999693,0.000400000000000003,0.0004000000000000031,0.00039999999999999693,0.00039999999999999704,0.0004,0.00040000000000000013,0.00039999999999999693,0.0004000000000000029
0.00039999933702375624,0.0004022477625598397,0.0003977798074441699,0.0003977522375535647,0.0004000138926716808,0.0003979782052547004,0.0004002666074942077,0.00039797820525637375,0.000397765207025388,0.00039797862363382113,0.0003974824557222839,0.0004002815228273417,0.0004020214062173911,0.00040202135468981036,0.00040254131922229586,0.00039796917278481496,0.000400000608637877,0.00039971018745986453,0.0003979685557453388,0.0004020315043390863,0.00039795565277635263,0.0003979775229984,0.00040203082954055067,0.00039775229085333574,0.00040028150204054645,0.0004002670979352156,0.00040203150223820275,0.00039971847714965846,0.0004022206391414407,0.0004020224570260556,0.000402031444289734,0.0004020314433070332,0.0004025175750645954,0.00039998615953327864,0.00040029094345385544,0.0003979782053017492,0.000397978645542201,0.0004020454504375522,0.00040254132013816345,0.0004020321061344608,0.0004020214065345945,0.00040222063971361954,0.00040222024374706594,0.00039970907853614145,0.0004020224555626818,0.0003979679438948383,0.00039797859423403893,0.00039796852766776447,0.0004020321057010678,0.00040223479201572163,0.00039777867472550317,0.0004022213261623651,0.00040251819464329517,0.00040202185180292823,0.00040026660608810454,0.00039796917179213274,0.0004002802320407198,0.000402045469834757,0.00039775228847452906,0.0003979556518543603,0.000402021794700412,0.00040224728556346973,0.00040001338195999896,0.0004002666099302303,0.0004020224746258849,0.0003974587000212126
0.0003999979501846308,0.000413811418346964,0.00038627379474516727,0.0003861885820034584,0.0004000429542195014,0.00038688833157545963,0.0004008241009484856,0.0003868883315820225,0.00038622868441633596,0.00038688962417559653,0.0003853573930679613,0.0004008702176247625,0.0004131104676402917,0.00041311030895136813,0.0004147161211319906,0.0003868604390572212,0.00040000188180996124,0.0003991041519340584,0.00038685853276483313,0.0004131416528526009,0.00038681865560373995,0.00038688622391283545,0.00041313956812046336,0.00038618874673589077,0.0004008701533594437,0.0004008256173235506,0.00041314164537080807,0.000399129782283238,0.00041372758568345054,0.000413113714377366,0.00041314146732129576,0.0004131414643076944,0.000414642702137545,0.0003999572075077213,0.0004008993447018279,0.00038688833172218265,0.00038688969187342033,0.0004131847524060324,0.0004147161239640259,0.00041314351185730094,0.00041311046886385297,0.0004137275871160282,0.000413726363482043,0.00039910072328807586,0.00041311370985640543,0.00038685664269723596,0.0003868895333624787,0.00038685844602631827,0.0004131435101331807,0.00041377131262034016,0.00038627029354815895,0.00041372970880064957,0.0004146446180449391,0.0004131118446642954,0.0004008240965697629,0.0003868604359961394,0.0004008662266179814,0.00041318481232187413,0.00038618873938377055,0.0003868186528455969,0.0004131116682844933,0.0004138099441803271,0.0004000413748636974,0.000400824112796911,0.0004131137687507491,0.0003852839380848945
0.00039999619650616676,0.00043643921604357376,0.00036371882962184037,0.0003635607846061974,0.00040007970340625204,0.0003648628776889882,0.0004015282842486309,0.0003648628777035801,0.0003636352098373096,0.00036486527407362016,0.0003620274917786502,0.00040161386340455737,0.00043513489542583493,0.00043513460212232324,0.00043810892374932577,0.0003648112074417545,0.0004000034917548309,0.00039833857653576036,0.00036480767353180046,0.0004351926705433467,0.0003647337068671094,0.00036485897081570427,0.00043518880585289394,0.0003635610901220417,0.00040161374415815734,0.0004015310981120307,0.0004351926549477866,0.0003983861363884498,0.00043628373101095314,0.0004351409147918926,0.00043519232658915995,0.0004351923210416262,0.0004379726849134221,0.0003999205972357174,0.0004016679120389238,0.0003648628779633669,0.0003648653995947205,0.00043527261019405913,0.0004381089290047856,0.00043519611624876447,0.00043513489811818177,0.00043628373308346425,0.0004362814638587063,0.0003983322141268818,0.0004351409064109902,0.0003648041702459895,0.0003648651057507656,0.00036480751274849663,0.000435196112381935,0.00043636478466728754,0.00036371233548070737,0.0004362876681876281,0.0004379762404105537,0.0004351374489619709,0.00040152827606896143,0.00036481120177722225,0.00040160645733580957,0.00043527272124443245,0.00036356107648667044,0.0003647337019114729,0.00043513712204900783,0.00043643648223390613,0.0004000767723129796,0.00040152831373158976,0.0004351410155896002,0.0003618911856406593
0.0003999940294957372,0.00047088742074437285,0.000329360754838982,0.00032911258027574445,0.00040012511439650896,0.00033116941449488,0.00040239561769844556,0.00033116941452064716,0.0003292295618705092,0.00033117317689740155,0.0003267283022215957,0.00040253000858803286,0.0004688270883565397,0.00046882662894506626,0.00047348603356405053,0.0003310883935903139,0.00040000548115451585,0.00039739531558372895,0.00033108284565438475,0.0004689176944539613,0.0003309666202525846,0.0003311632819799467,0.00046891162726650417,0.0003291130599956448,0.0004025298213496154,0.0004024000361593987,0.0004689176679367437,0.0003974699910440079,0.0004706432667478713,0.00046883653844690944,0.0004689171544898593,0.0004689171458273324,0.00047327197544376546,0.0003998753581884388,0.0004026148731987116,0.00033116941492842276,0.00033117337397214116,0.0004690432954661383,0.00047348604182194544,0.00046892310265378933,0.0004688270930831344,0.00047064326931244005,0.00047063970603085375,0.0003973853249144145,0.00046883652529028006,0.00033107734706757497,0.00033117291268607496,0.000331082593270307,0.0004689230957927575,0.0004707704295010311,0.0003293505566437831,0.0004706494483044883,0.00047327756223047564,0.00046883109822342913,0.00040239560479001765,0.0003310883847099288,0.00040251837896706626,0.0004690434697681851,0.0003291130385854473,0.00033096661265886323,0.0004688305850910026,0.0004708831285963017,0.000400120512688125,0.00040239567286576495,0.0004688366966850561,0.0003265141377323424
0.0003999913100014735,0.0005173117693945688,0.00028304992078666995,0.000282688232091952,0.00040018210288590825,0.0002857117248049025,0.0004034769066514291,0.0002857117248450114,0.0002828589380729501,0.00028571721017675637,0.0002792646993079294,0.00040367268383311215,0.0005142831757446299,0.0005142825069756663,0.0005210478871703988,0.0002855938073958543,0.0004000079777558144,0.0003962185607596024,0.00028558571943728913,0.0005144150678359279,0.0002854160772370235,0.0002857027866387902,0.0005144062229946238,0.0002826889312058234,0.0004036724111117899,0.00040348334244629533,0.0005144150273694387,0.0003963273155920192,0.0005169559413554128,0.000514296951600968,0.0005144142807323004,0.0005144142681463052,0.0005207357057048964,0.00039981858555257184,0.0004037962801687296,0.0002857117254393812,0.00028571749747426003,0.0005145983757661871,0.0005210478992146371,0.0005144229497355569,0.0005142831830800251,0.0005169559444741017,0.0005169507509097192,0.00039620400840113915,0.0005142969324227278,0.00028557770578394357,0.0002857168250585836,0.00028558535156294817,0.0005144229390298537,0.0005171410493527641,0.0002830350574572683,0.0005169649490257294,0.0005207438538149526,0.0005142890225194773,0.0004034768877909184,0.0002855937944617669,0.0004036557440485051,0.0005145986298167782,0.000282688900003968,0.00028541606633342154,0.0005142882745889347,0.00051730551514008,0.0004001754045780638,0.00040347699504750424,0.0005142971822671611,0.0002789523621443123
0.0003999877864277547,0.0005756185961661956,0.00022489093567499644,0.00022438140592786552,0.00040025594047910445,0.00022868926799671856,0.0004048566234094767,0.0002286892680543731,0.00022462227499856884,0.00022869700674045906,0.00021966850117268957,0.0004051322828807744,0.000571303537292404,0.0005713025943845739,0.0005807722611723087,0.00022852329772323081,0.0004000112125332385,0.00039471466501784814,0.00022851188794520056,0.0005714892224720713,0.00022827219329653594,0.00022867666285649683,0.0005714767451371307,0.00022438239079676365,0.0004051318989704629,0.0004048656829471841,0.0005714891646259745,0.0003948677162915617,0.0005751173241305987,0.0005713229679347192,0.0005714881122767417,0.0005714880945419758,0.0005803320699832954,0.00039974502739811076,0.000405306226774623,0.0002286892688927022,0.00022869741197576883,0.0005717481923801108,0.0005807722781568601,0.0005715003375323846,0.0005713035478278029,0.0005751173282426108,0.0005751100105843936,0.00039469417944883986,0.0005713229408845071,0.00022850058703976735,0.00022869646353670703,0.0002285113690816729,0.0005715003221334352,0.0005753777072878556,0.00022486999713214217,0.0005751300116691591,0.000580343559062257,0.0005713117860653126,0.00040485659683165825,0.00022852327948432743,0.0004051084363153961,0.000571748550709164,0.00022438234684157894,0.00022827217798710058,0.0005713107311472378,0.0005756097869766193,0.0004002465259432839,0.00040485675165148247,0.0005713232932887952,0.00021922809018035656
0.0003999830976090456,0.0006457121513680623,0.0001549947075425102,0.00015428785153721603,0.0004003541938420488,0.00016033472714265722,0.00040662707552351437,0.0001603347272211177,0.00015462261772570277,0.00016034550190306397,0.0001479841841242229,0.0004070099516556462,0.0006396552559109681,0.000639653942763986,0.0006526282273124197,0.00016010431302398932,0.0004000155170507219,0.0003927776621039463,0.00016008842707120803,0.0006399131186710709,0.00015975405742477713,0.00016031718446818545,0.0006398957466483518,0.00015428921789369994,0.0004070094186181672,0.0004066396535466519,0.0006399130394265591,0.00039299004721810303,0.0006450167524168174,0.0006396823016115273,0.0006399115732663987,0.0006399115485503204,0.0006520166094606975,0.00039964714529689224,0.00040725134417774167,0.0001603347283880525,0.00016034606595032318,0.0006402743227785085,0.000652628250913619,0.0006399285881843449,0.0006396552702622218,0.0006450167584822147,0.000645006605090566,0.0003927492198253463,0.0006396822639600987,0.00016007269882294486,0.00016034474574791715,0.00016008770480344328,0.0006399285672456949,0.0006453773577006247,0.00015496566271384996,0.0006450343499196729,0.0006520325709416001,0.000639666740099309,0.00040662703865624396,0.0001601042876269355,0.00040697684236413404,0.0006402748216356967,0.00015428915691275351,0.00015975403599458965,0.0006396652716675448,0.0006456999319985686,0.0004003411655209362,0.00040662724884614693,0.0006396827544858058,0.00014737226125820376
0.00039997685149048453,0.0007275383052176771,7.343107657879723e-5,7.246169876740034e-5,0.0004004850759280907,8.081485256980855e-5,0.00040881208994572826,8.081485267239955e-5,7.292162046998294e-5,8.082972062524614e-5,6.428908994414429e-5,0.0004093394091895737,0.0007191713264953178,0.000719169512885383,0.0007365527455078353,8.049788955221467e-5,0.0004000212512297997,0.0003903684638959329,8.047596676404457e-5,0.0007195261659962652,8.001361163471177e-5,8.07906556775283e-5,0.0007195021928089282,7.246357282688823e-5,0.00040933867540997836,0.00040882940366319785,0.0007195260606903343,0.00039066058933990536,0.0007265846397217793,0.0007192086353581021,0.0007195240337921178,0.0007195239995994869,0.0007357120007820139,0.0003995167569425156,0.00040967146331530286,8.081485428230534e-5,8.083049869840445e-5,0.0007200255533419416,0.0007365527779531961,0.0007195475064938305,0.0007191713453056059,0.0007265846492389681,0.0007265707232899741,0.00039032931303832575,0.0007192085834189765,8.045426920779634e-5,8.082867738332328e-5,8.047497021147407e-5,0.0007195474791706206,0.0007270783458288837,7.339125173625057e-5,0.0007266087669983315,0.0007357339370687539,0.0007191871716714478,0.00040881203931445354,8.049785448627884e-5,0.00040929383233987316,0.0007200262417841959,7.246348918743203e-5,8.001358169228156e-5,0.0007191851457943975,0.0007275215478449746,0.0004004672346208621,0.0004088123120371337,0.0007192092600980969,6.344792723494345e-5
0.0003999684744000041,0.0008210121582080175,-1.969295342815617e-5,-2.101215278313992e-5,0.0004006606023312964,-9.713938886315976e-6,0.00041142972533277745,-9.713938756172684e-6,-2.0385309442504487e-5,-9.693518672279947e-6,-3.1285025201606355e-5,0.0004121533456770816,0.0008096949596894743,0.0008096924654360407,0.0008324342674138178,-1.0147974431593855e-5,0.0004000289417236447,0.0003874464412320264,-1.0178089884233747e-5,0.0008101810193016242,-1.0814391527551044e-5,-9.747160380460702e-6,0.0008101480876095139,-2.100960186960895e-5,0.00041215233928191267,0.00041145347001817596,0.000810180882324318,0.00038784665246262073,0.0008197143384126142,0.0008097461869157468,0.000810178090819838,0.0008101780436836227,0.0008312865138171482,0.0003993418915771947,0.00041260831217392177,-9.71393654542916e-6,-9.692450361667936e-6,0.0008108682010535728,0.0008324343117094657,0.0008102103276445515,0.000809694983642528,0.0008197143536356345,0.0008196954022229666,0.00038739275247085653,0.0008097461156015358,-1.0207888782591394e-5,-9.694951343833876e-6,-1.0179458687313689e-5,0.0008102102930934315,0.000820385263577439,-1.974713529084382e-5,0.0008197471634551188,0.0008313164517355478,0.000809716718657373,0.0004114296561256779,-1.0148022641391391e-5,0.00041209083935665037,0.0008108691469408717,-2.1009715716318732e-5,-1.0814433367349434e-5,0.0008097139366507581,0.0008209893506883693,0.0004006363075346458,0.0004114299975859661,0.0008097470447128627,-3.243334691299622e-5
