x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34
0.0004000000000000031,0.0004000000000000031,0.00039999999999999693,0.00039999999999999693,0.00039999999999999693,0.000400000000000003,0.00039999999999999704,0.0004000000000000031,0.00039999999999999693,0.00039999999999999693,0.0003999999999999999,0.0004000000000000031,0.0004000000000000031,0.000400000000000003,0.000400000000000003,0.00039999999999999704,0.00039999999999999693,0.00039999999999999693,0.0004000000000000031,0.000400000000000003,0.00039999999999999693,0.00039999999999999693,0.0004,0.00039999999999999715,0.0004,0.00039999999999999693,0.0004,0.00040000000000000013,0.00039999999999999715,0.0004000000000000029,0.00039999999999999693,0.0004000000000000031,0.0003999999999999999,0.0004000000000000031
0.00039796917041686483,0.0003979678928949741,0.0004020214066506198,0.0004020213555403982,0.00040204547087456234,0.0003977652078796544,0.00040223479302144984,0.00039797862500636817,0.000402021826180233,0.0004020321071116241,0.00039970905654591985,0.00039796917290152445,0.000397954529083372,0.0003977652282154829,0.00039777980640713206,0.00040223416525359565,0.0004020320863447101,0.00040202135457084883,0.0003979691193165202,0.00039777975380608164,0.00040203088068347796,0.0004020224770044513,0.00039998610662363393,0.0004025320794669585,0.00040000066268746005,0.0004020218542401027,0.00040001389337781466,0.0004002904994655734,0.0004025413201318565,0.0003974591345112968,0.000402030827098447,0.0003979786223889555,0.00039970907719106527,0.00039796849566121293
0.0003868604317475824,0.00038685648514436173,0.0004131104693707864,0.0004131103114711484,0.0004131848155392172,0.0003862286878658141,0.000413771315728564,0.00038688962843050665,0.00041311176553727736,0.00041314351487711765,0.0003991006552973574,0.00038686043942332747,0.00038681518433086686,0.0003862287498544792,0.0003862737915451715,0.000413769375528936,0.0004131434507209518,0.000413110308475829,0.0003868602738854034,0.0003862736289552275,0.00041313972611458917,0.0004131137760985103,0.0003999570439209958,0.00041468753787974645,0.0004000020486601487,0.0004131118522265438,0.00040004295608478787,0.0004008979719463607,0.00041471612394395534,0.0003852852677052008,0.0004131395605765697,0.0003868896203443775,0.0003991007191294711,0.0003868583471488
0.0003648111939018107,0.0003648038781932946,0.00043513489931645957,0.00043513460660535964,0.0004352727272171344,0.0003636352176432629,0.0004363647904316712,0.000364865281986655,0.0004351373023323766,0.0004351961218484299,0.0003983320879593566,0.00036481120813007734,0.00036472727254211064,0.00036363533110908845,0.0003637188236958513,0.0004363611921921182,0.0004351960029205962,0.00043513460105269963,0.00036481090127758655,0.0003637185221143575,0.0004351890987223968,0.0004351410292097447,0.000399920293698102,0.0004380558467686324,0.00040000380089447266,0.00043513746303792315,0.00040007970631489716,0.0004016653646573779,0.0004381089289665519,0.0003618936287922621,0.0004351887918697068,0.00036486526699691825,0.00039833220641025086,0.0003648073294600803
0.00033108837234762647,0.000331076888621728,0.0004688270952690455,0.00046882663576094594,0.00046904347915399604,0.0003292295757902975,0.00047077043855214026,0.0003311731893494729,0.0004688308681022236,0.0004689231114460198,0.00039738512679834276,0.000331088394682218,0.0003309565204681662,0.00032922975218708714,0.0003293607455441192,0.00047076478891624454,0.00046892292475606706,0.00046882662704418837,0.00033108791300461287,0.00032936027194234446,0.0004689120869953578,0.00046883671806520954,0.00039987488171631984,0.0004734025510624685,0.000400005965883066,0.00046883112038778737,0.0004001251183067765,0.000402610873091271,0.00047348604176070455,0.00032651794788593887,0.00046891160531741395,0.00033117316581826063,0.0003973853127976482,0.0003310823055523976
0.00028559377644219266,0.0002855770375475463,0.000514283186537949,0.000514282516713632,0.0005145986435067388,0.00028285895985115687,0.0005171410625432628,0.00028571722835477433,0.0005142886871266814,0.0005144229625532113,0.00039620371982675823,0.00028559380899761597,0.0002854013559425969,0.00028285921533868395,0.0002830499072497688,0.0005171328298490405,0.0005144226904251669,0.0005142825040072296,0.0002855931068917352,0.0002830492169876905,0.0005144068931082192,0.0005142972134316681,0.00039981789205834983,0.0005209259706711784,0.000400008682777819,0.0005142890548884332,0.0004001821079777284,0.0004037904535208399,0.0005210478991242769,0.00027895789324915333,0.0005144061910018226,0.0002857171940535463,0.00039620399075225755,0.00028558493217421463
0.00022852325406820363,0.00022849964453117494,0.0005713035528203057,0.0005713026080361739,0.000571748570022226,0.00022462230635658656,0.0005753777258696292,0.00022869703239178403,0.0005713113130160891,0.0005715003556117934,0.00039469377321892183,0.00022852329998679193,0.0002282514292011134,0.00022462266555329485,0.00022489091660926063,0.0005753661297556501,0.0005714999717826561,0.0005713025901138587,0.0002285223096825655,0.00022488994419087572,0.0005714776903173694,0.0005713233372448422,0.00039974405271878073,0.0005806000674271465,0.0004000122031743915,0.0005713118317467387,0.0004002559473331691,0.0004052980242447739,0.0005807722780289791,0.00021923587774501187,0.0005714767000124076,0.00022869698401014826,0.0003946941546043597,0.00022851077754260684
0.00016010425224593543,0.00016007138684804475,0.0006396552770204007,0.0006396539619057588,0.0006402748485151849,0.0001546226603543202,0.0006453773834785652,0.00016034553759030988,0.0006396660815879662,0.0006399286133495628,0.00039274865581343026,0.00016010431616784857,0.0001597251504035634,0.0001546231595926871,0.00015499468108909489,0.0006453612988278491,0.0006399280790492063,0.0006396539369583878,0.00016010293759210266,0.00015499333217402898,0.0006398970624078093,0.0006396828156695934,0.00039964579645647826,0.000652388551715834,0.0004000168882383768,0.000639666803643351,0.0004003542036142398,0.000407239955119847,0.0006526282507365836,0.00014738309725441764,0.0006398956838310603,0.00016034547024419617,0.00039274918533075597,0.00016008688134875113
8.049780566702036e-5,8.045245905793376e-5,0.0007191713540265546,0.0007191695397310459,0.0007200262788558637,7.292167602960598e-5,0.0007270783811810378,8.082976979934762e-5,0.0007191862630958007,0.0007195475412102649,0.00039032853667300666,8.049789386753924e-5,7.997371965191e-5,7.292236377963359e-5,7.343104028691204e-5,0.0007270563251895754,0.0007195468040223489,0.000719169505314393,8.049599168340942e-5,7.342919068647086e-5,0.0007195040083164763,0.0007192093445022342,0.0003995149096938353,0.000736222770298382,0.00040002313002470113,0.0007191872591995137,0.0004004850903985552,0.00040965578514569995,0.0007365527777119607,6.346287446824144e-5,0.0007195021061310198,8.082967688999017e-5,0.00039032926555537036,8.047383402915207e-5
-1.014808969986464e-5,-1.0210374958116394e-5,0.0008096949944738864,0.0008096925031319113,0.0008108691978326002,-2.0385239332129353e-5,0.0008203853116883889,-9.693451259816532e-6,0.0008097154708338519,0.0008102103753180275,0.00038739168781094704,-1.014796854703333e-5,-1.0869199882990036e-5,-2.038429752551082e-5,-1.969300284119759e-5,0.0008203552976660392,0.0008102093628207171,0.0008096924558719778,-1.0150581401052305e-5,-1.9695519264189448e-5,0.0008101505814009089,0.0008097471606077335,0.00039933937592349786,0.0008319833092237436,0.00040003150220552767,0.0008097168385909272,0.0004006606241934802,0.00041258681061453486,0.0008324343113841654,-3.2412842840282377e-5,0.0008101479685451729,-9.693578841621462e-6,0.0003873926873539747,-1.018101927038824e-5
