x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15
0.0,0.007151724282474711,0.014300977302036189,0.0214452743824316,0.02858213581320465,0.03570908518105307,0.042823645298245394,0.04992326293698335,0.05700536333586789,0.06408569133428214,0.07116599536022543,0.0782463001833158,0.08532660501335765,0.09240690981591808,0.09948721461163788
0.0,0.007151724282202486,0.014300977302112194,0.021445274389985256,0.028582135836613284,0.035709085059655386,0.04282366959870443,0.04992499516914919,0.057026320740945075,0.06414090529168755,0.07126785458926325,0.07840471641705418,0.08554901497914598,0.09269827162399001,0.09985000701706896
0.0,0.007151724282296868,0.01430097730109571,0.02144527437729912,0.02858213579957,0.03570908569543965,0.04282366900296259,0.04992418954081401,0.057015571284842186,0.0641031558538809,0.071185691359595,0.07826073790614324,0.08532584126373953,0.09237855415412964,0.099416470396122
0.0,0.007151724282070442,0.014300977301249533,0.021445274386142188,0.02858213585305353,0.035709085823782134,0.04282368636074208,0.049925443918177846,0.05703087405178323,0.06414502891877318,0.07126644773264902,0.07839258595629751,0.08552088436493344,0.0926487843926687,0.09977375160068679
0.0,0.0071517242819921474,0.01430097729798299,0.021445274352196526,0.028582135632132032,0.03570908454914461,0.04282364855465392,0.04992335958749635,0.05700575478015852,0.06406837727773769,0.07110877708094916,0.07812451191191873,0.08511314854768696,0.09207227012273893,0.09899954207765381
0.0,0.007151724281731498,0.014300977298119542,0.02144527436015445,0.028582135659088594,0.035709084460670705,0.04282367312317523,0.04992509295018657,0.05702735283253929,0.06412970677576983,0.07123206597140565,0.07833442474671441,0.08543678341131111,0.0925391426526929,0.09964150510141224
0.0,0.0071517242820269555,0.014300977298591271,0.021445274357728708,0.02858213568456984,0.03570908537886471,0.04282367268221501,0.049924271367421086,0.0570161008894047,0.06409285309044489,0.07115196260698749,0.07819089257578164,0.08520711574411986,0.09219812539349288,0.09916154531459433
0.0,0.0071517242818077776,0.014300977298786453,0.02144527436677798,0.028582135739550218,0.03570908552145129,0.042823690168208965,0.04992552638401005,0.05703167218444013,0.0641373459476723,0.07124193204425781,0.07834490584178229,0.08544574923874393,0.09254394725873112,0.09963901497076588
0.0,0.007151724282296861,0.014300977301095696,0.021445274377299057,0.02858213579956996,0.035709085695439416,0.04282366900296228,0.049924189540813624,0.05701557128484169,0.06410315585387989,0.07118569135959397,0.07826073790614202,0.08532584126373806,0.09237855415412806,0.09941647039612019
0.0,0.007151724282070445,0.01430097730124953,0.021445274386142143,0.028582135853053418,0.035709085823781975,0.042823686360741915,0.04992544391817724,0.05703087405178256,0.0641450289187725,0.07126644773264813,0.07839258595629635,0.08552088436493195,0.09264878439266715,0.09977375160068497
0.0,0.007151724282117488,0.01430097730022199,0.02144527437355009,0.02858213580199988,0.03570908633475975,0.04282369289232352,0.04992509718694669,0.05702644216336725,0.06412707158074656,0.07122769030739778,0.07832830807525586,0.0854289256444621,0.09252954377908333,0.09963016512008101
0.0,0.0071517242819470785,0.014300977300459402,0.021445274382970263,0.028582135875193346,0.035709086629426574,0.04282370336761388,0.04992589481590953,0.05703589351822467,0.06415261813552885,0.07127618902171236,0.07840609313205006,0.08554181047357194,0.09268281671424318,0.09982855864398547
0.0,0.007151724282026928,0.01430097729859124,0.02144527435772865,0.02858213568456973,0.0357090853788645,0.042823672682214604,0.04992427136742062,0.05701610088940404,0.06409285309044414,0.07115196260698631,0.07819089257578031,0.0852071157441185,0.09219812539349116,0.09916154531459238
0.0,0.007151724281807772,0.01430097729878643,0.021445274366777966,0.028582135739550037,0.035709085521451085,0.04282369016820864,0.049925526384009516,0.057031672184439414,0.06413734594767138,0.07124193204425666,0.07834490584178096,0.0854457492387423,0.0925439472587294,0.09963901497076383
0.0,0.007151724282036614,0.014300977299068108,0.021445274363505924,0.028582135745909856,0.03570908628733947,0.04282369674932074,0.049925163792223205,0.05702660165622415,0.06411968683619985,0.07120384951121891,0.07827856840978484,0.08534332780353104,0.09239762211414937,0.09944103383278663
0.0,0.007151724281876074,0.014300977299385051,0.021445274373167667,0.02858213581945981,0.03570908658158522,0.04282370722407158,0.04992596137494738,0.05703622336807274,0.06414659866539116,0.07125698024791968,0.07836736130346618,0.08547774220561115,0.09258812385559129,0.09969851034085075
0.0,0.007161199563331322,0.014322420215986752,0.021483640543279583,0.028644860280292613,0.03580608006730217,0.0429673001186174,0.05012851648998776,0.05727336850925547,0.0644162735093203,0.07155913142700705,0.07870198849617394,0.0858448456189533,0.0929877027579802,0.1001305599002813
