x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11
0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004000000000000005,0.0004000000000000115,0.00039999999999998836
0.0003999999999955284,0.00040000000000371694,0.0004000000000131467,0.00040000000026503394,0.0004000000055317508,0.00040000011592126403,0.0004000024292751085,0.00040005090853302214,0.0004010634671585702,0.0003896173677855701,0.0004100703460348546
0.0003999999999820868,0.0004000000000143217,0.0004000000000411472,0.00040000000082041,0.00040000001710331125,0.0004000003584085569,0.00040000751092606726,0.0004001574009202639,0.0004032871188947835,0.0003400911824489874,0.0004588979914465223
0.0003999999999596594,0.00040000000003149056,0.0004000000000772183,0.0004000000015239771,0.0004000000317357621,0.00040000066503563904,0.00040001393674874884,0.00040029206176823875,0.0004060964650701074,0.0002449234889107958,0.0005530583347717906
0.00039999999992824844,0.0004000000000552657,0.0004000000001222434,0.0004000000023942466,0.0004000000498170261,0.0004000010439318234,0.00040002187710191456,0.0004004584588384971,0.00040956438233493667,0.00010139960479290506,0.000695034408983726
0.00039999999988786007,0.0004000000000857735,0.00040000000017886627,0.0004000000034866227,0.0004000000725081526,0.0004000015194280559,0.00040003184186664396,0.000400667272030944,0.0004139110864251904,-9.049338821738101e-5,0.0008844652300151272
0.0003999999998385057,0.00040000000012324193,0.00040000000025186723,0.0004000000049012795,0.000400000101908393,0.0004000021355162547,0.00040004475294209393,0.00040093780615100015,0.0004195240352917552,-0.00032942872626378104,0.0011193322968795266
0.00039999999978020156,0.00040000000016799845,0.00040000000034810833,0.0004000000067820171,0.0004000001410312205,0.000400002955346769,0.00040006193371859534,0.00040129775178986485,0.0004269166782146664,-0.000614263849185317,0.0013974439486575047
0.00039999999971296525,0.0004000000002203984,0.0004000000004750384,0.0004000000092849341,0.00040000019314783845,0.0004000040474709367,0.00040008482077614566,0.0004017771418483274,0.0004364045462480189,-0.0009443888727536241,0.0017171829651220773
0.0003999999996368226,0.000400000000280962,0.00040000000064355695,0.00040000001263844093,0.00040000026304481295,0.0004000055121960431,0.00040011551618748966,0.00040241988144530715,0.00044842818213276163,-0.0013192772381894653,0.002076958875185571
0.0003999999995518124,0.0004000000003504671,0.0004000000008699694,0.0004000000171842324,0.0004000003578827051,0.00040000749957881887,0.0004001571645913466,0.00040329155972899846,0.0004568025160202737,-0.0017380442608814011,0.0024754389750698425
0.0003999999994579808,0.0004000000004298415,0.00040000000117372265,0.000400000023329835,0.0004000004862016433,0.0004000101885862373,0.0004002135164444977,0.0004044703553758825,0.00044359345008708657,-0.0021731610603603307,0.0029116412227849623
0.00039999999935538745,0.00040000000052029064,0.000400000001580081,0.0004000000316046928,0.0004000006590966592,0.0004000138117258786,0.0004002894440870839,0.0004060578562494248,0.0003830245879844008,-0.0026107557244207384,0.0033846826984785514
0.0003999999992441249,0.0004000000006236758,0.0004000000021280608,0.00040000004282643106,0.00040000089370191365,0.00040001872806153796,0.0004003924714529267,0.00040821106094251895,0.000276150223588984,-0.00304631552222803,0.0038936782464288333
0.0003999999991243183,0.0004000000007425183,0.0004000000028705084,0.0004000000581024983,0.0004000012132251037,0.00040002542393469234,0.00040053278772754134,0.00041114291562578616,0.00012404981819003394,-0.0034799148738924985,0.004437907493363424
0.00039999999899610893,0.0004000000008796677,0.0004000000038671511,0.0004000000786845434,0.0004000016438957893,0.00040003444901384375,0.0004007219062711806,0.0004150927765098871,-7.225606356009011e-5,-0.003911751533725419,0.005016819797299013
0.000399999998859719,0.0004000000010396111,0.00040000000521203476,0.00040000010654339213,0.00040000222701460817,0.0004000466687997298,0.0004009779496131845,0.00042042572341267247,-0.00031192104320587713,-0.004342259846403127,0.005629885617218471
0.0003999999987154712,0.00040000000122886577,0.0004000000070417539,0.0004000001445415239,0.0004000030225676923,0.00040006334037335036,0.0004013272185054353,0.0004276285734142188,-0.0005947850670317387,-0.004771791354335458,0.006276773999525063
