x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29
0.0,0.003584635363247674,0.0071693108662137794,0.010753979280728089,0.014338645330817199,0.017923311134792553,0.021507976372652587,0.02509262903638221,0.028672497052039458,0.032251557520121994,0.03582999948592141,0.03940750899054054,0.04298376465260079,0.04655845075199114,0.05013179712802259,0.05370744834178969,0.057283558836741626,0.06086023988104013,0.06443742836311898,0.06801505963054061,0.07159306808618653,0.07517136753049779,0.0787475010046657,0.08232445937011633,0.08590227262720586,0.08948062383484023,0.09305919155744931,0.09663765529809933,0.1002157084836755
0.0,0.003582603345056124,0.007165172705069577,0.01074760596008834,0.014329841310688285,0.01791181500477342,0.021493462113672188,0.02507471645563206,0.028652446997208966,0.03222884567246929,0.0358039019625264,0.03937730003428314,0.04294871893505713,0.04651784113828388,0.05008470666306706,0.053651362452825486,0.05721782777211177,0.060784289817306575,0.06435075143045992,0.06791721305202579,0.07148367784944276,0.07505033084756221,0.07861838043579744,0.08218564246169784,0.08575205927512465,0.08931756571718887,0.09288209660137364,0.0964455893422193,0.10000801597569901
0.0,0.003576014185590377,0.007151728782400977,0.0107268219123867,0.014300984412160135,0.017873906994874667,0.021445279898476843,0.025014766473031812,0.028578921047008238,0.03214255038888334,0.035706175250683,0.03926980031847308,0.04283342534158067,0.0463970571930574,0.04996113370371182,0.05352932716165564,0.05709718018304268,0.06066438213261461,0.06423062432853284,0.06779559747055099,0.07135899721904553,0.07492101828095786,0.07848618743548223,0.08205138481627865,0.08561658174978244,0.08918177814800411,0.09274697455999696,0.0963121720853196,0.09987737672872393
0.0,0.0035760141848468954,0.007151728778457735,0.010726821894720953,0.014300984335638,0.017873906635382276,0.021445283910552126,0.02501528334598456,0.028585282778673796,0.03215666004385868,0.03572958229968789,0.03930374454629774,0.04287883691538955,0.046454560738190785,0.05003142093909204,0.053614235184428094,0.057196788329174124,0.06077920027681543,0.06436140812780401,0.06794334702444445,0.0715249542475631,0.07510635725406081,0.07868490959904535,0.08226336815646922,0.08584192824398112,0.08942027495729567,0.09299808689698069,0.09657504415082813,0.10015085010407966
0.0,0.003580591834777187,0.007161207456541437,0.010741818940388672,0.014322429069583512,0.0179030392162169,0.021483653014100115,0.02506447052980842,0.02864412359107715,0.0322231528518386,0.03580154666598925,0.039378988407285945,0.04295515679276234,0.04652973421318223,0.05010273805467257,0.053675847961568414,0.057248757019425195,0.06082166263166753,0.06439456792483124,0.06796747341981658,0.07154038512375123,0.07511369999198676,0.07868701486089463,0.08225992656416402,0.08583283205009307,0.08940573727138196,0.09297864251719588,0.09655154887246888,0.10012446235976413
0.0,0.0035714285699549025,0.007142857135014929,0.010714285676684483,0.014285714117884492,0.017857142375280237,0.021428583890584833,0.025000904876377312,0.02858151491646625,0.032162127528326645,0.035742738170645945,0.039323348142535304,0.04290395825292037,0.046484572041530836,0.0500653895552752,0.05364504261708655,0.05722407188167707,0.06080246571812046,0.06437990760530114,0.06795607679872778,0.07153065197405414,0.0751032740932819,0.07866757225344394,0.0822310249072422,0.08579446953749363,0.08935791453171633,0.09292135959825759,0.09648480468156025,0.10004824976918401
0.0,0.0035826033450561,0.007165172705069427,0.010747605960087843,0.014329841310687349,0.017911815004773318,0.021493462113683345,0.02507471645571092,0.02865244699763488,0.032228845674733615,0.03580390197808136,0.0393773001534465,0.04294871965254261,0.046517842492930984,0.05008467198878053,0.05364829819347992,0.057213471917977356,0.060780577237178744,0.06434931039337498,0.06791936205845346,0.0714904234701742,0.07506218790645855,0.07863002868647452,0.08219743744531872,0.08576483899419252,0.08933224059466031,0.0928996422460292,0.09646704390944005,0.10003444557549081
0.0,0.0035826033448253833,0.007165172703791149,0.01074760595156928,0.014329841253013752,0.0179118147042505,0.021493461203013684,0.02507471541959455,0.02865551199146261,0.032235785556120576,0.03581547075870642,0.03939450225469409,0.04297281471142276,0.0465503428093543,0.05012702124330686,0.05370278472371794,0.057277567978419534,0.06085130576037014,0.06442393290259481,0.06799538456832169,0.07156559789905909,0.07513470157428585,0.07870118914262618,0.08226898483895607,0.0858383053503533,0.08940883533536498,0.09298025418611794,0.09655224162355476,0.10012448283107211
0.0,0.0035760141847433484,0.007151728778058774,0.010726821889855326,0.01430098426496051,0.01787390613954755,0.02144528655513918,0.025015465106495303,0.028590100682244365,0.032163703704626956,0.03573618766178426,0.039307487042746746,0.042877537141923355,0.04644627625821673,0.05001387365154253,0.05358083233121905,0.05714755678303155,0.0607141548438258,0.06428056380797237,0.06784671894012982,0.07141255792816666,0.0749782197803761,0.0785418900810875,0.08210516088080441,0.08566842532690222,0.08923168950944928,0.09279495372229547,0.09635821904246646,0.09992149147550335
0.0,0.003571428569954903,0.007142857135014937,0.010714285676684582,0.014285714117884924,0.01785714237528186,0.0214285838905893,0.025000904876381975,0.028581514916569416,0.032162127529191155,0.035742738174660414,0.03932334813908995,0.04290395812108408,0.0464845748689905,0.05006560618303277,0.05365026037020856,0.05723492532770152,0.06081959092649911,0.06440425650838508,0.0679889224137824,0.07157358768469345,0.07515823333784825,0.07873511294776163,0.08231088138929256,0.08588604887432283,0.08946031687737489,0.09303337528191717,0.0966049150576208,0.10017464333864529
