x1,x2,x3,x4
0.0003835937001997424,-0.0025627440667040707,-0.006794515234080203,-0.01099396428498089
0.00027677466125745247,-0.0029916611363287643,-0.007214730387676797,-0.011413774539378885
0.0001247449756383204,-0.0034184894064175596,-0.007634834687447603,-0.011833579493337187
-7.147802732655864e-5,-0.0038434673296250327,-0.008054854891216734,-0.01225338040694514
-0.00031105171796017684,-0.004267060027056703,-0.008474814910701699,-0.012673178419233919
-0.0005938191603868572,-0.004689636343272194,-0.008894731060608695,-0.013092974315390046
-0.000919949022616242,-0.005111443772314556,-0.009314613666205137,-0.013512768594297864
-0.0012896643088986981,-0.005532701791809305,-0.009734471849721956,-0.013932561697399714
-0.0017026319717520814,-0.005953569890139996,-0.010154312343360861,-0.01435235395043509
-0.002131590666672306,-0.006374149065523077,-0.010574139507612396,-0.014772145564060412
-0.002562744062886047,-0.006794515227107416,-0.010993956698775566,-0.015191936700084977
-0.0029916611323758478,-0.007214730380342671,-0.011413766725497411,-0.015611727493586173
-0.003418489402326961,-0.007634834679754183,-0.011833571451719777,-0.01603151803396381
-0.0038434673253935504,-0.00805485488316568,-0.012253372137532567,-0.016451308381548988
-0.004267060022681131,-0.008474814902294802,-0.012673169921968132,-0.016871098590794057
-0.004689636338749139,-0.008894731051847724,-0.013092965590213905,-0.017290888699178622
-0.005111443767640518,-0.009314613657092127,-0.01351275964115538,-0.017710678730499075
-0.005532701786980101,-0.009734471840258515,-0.013932552516235203,-0.018130468705801987
-0.0059535698851508395,-0.010154312333548673,-0.014352344541193949,-0.01855025864061365
-0.0063741490603684125,-0.010574139497453065,-0.014772135926688674,-0.018970048544974135
-0.006794515221780486,-0.010993956688270587,-0.015191926834529525,-0.019389838426596
-0.007214730374835035,-0.011413766714648171,-0.015611717399794741,-0.01980962829191809
-0.007634834674055122,-0.011833571440527492,-0.0160315077118849,-0.02022941814520261
-0.00805485487726196,-0.012253372125998507,-0.016451297831132174,-0.02064920798932613
-0.00847481489616876,-0.012673169910093042,-0.016871087811989517,-0.02106899782688481
-0.008894731045475425,-0.013092965577997993,-0.017290877691937295,-0.021488787659665592
-0.009314613650443076,-0.013512759628598658,-0.017710667494772854,-0.0219085774888032
-0.00973447183329233,-0.013932552503337402,-0.01813045724154409,-0.02232836731530066
-0.010154312326209605,-0.014352344527953712,-0.01855024694777794,-0.02274815713989747
-0.010574139489667527,-0.014772135913104162,-0.018970036623515946,-0.023167946963071995
-0.010993956679940887,-0.015191926820597149,-0.019389826276470946,-0.023587736785190366
-0.011413766705640288,-0.015611717385509488,-0.0198096159130834,-0.024007526606558704
-0.011833571430657773,-0.016031507697239367,-0.020229405537616593,-0.024427316427378967
-0.012253372115026792,-0.016451297816115748,-0.02064919515294742,-0.024847106247786445
-0.012673169897691076,-0.01687108779658777,-0.02106898476167373,-0.025266896067903964
-0.013092965563708838,-0.017290877676129416,-0.02148877436558327,-0.025686685887814895
-0.013512759611822923,-0.01771066747853122,-0.021908563965811666,-0.02610647570757248
-0.013932552483264372,-0.01813045722483091,-0.02232835356336272,-0.026526265527222842
-0.014352344503452906,-0.01855024693054011,-0.02274814315897673,-0.026946055346799593
-0.014772135882660803,-0.01897003660568182,-0.02316793275313227,-0.027365845166324267
-0.015191926782194888,-0.019389826257945168,-0.023587722346196084,-0.02778563498581256
-0.015611717336352247,-0.01980961589373298,-0.02400751193847361,-0.028205424805277105
-0.016031507633473625,-0.02022940551725804,-0.024427301530165958,-0.028625214624725833
-0.01645129773270533,-0.020649195131341277,-0.024847091121407733,-0.029045004444163653
-0.016871087686700825,-0.02106898473849418,-0.025266880712318526,-0.029464794263594152
-0.017290877530898124,-0.021488774340407513,-0.025686670302979095,-0.02988458408301941
-0.01771066728808635,-0.02190856393816877,-0.02610645989344143,-0.030304373902440413
-0.018130456980940447,-0.022328353532860105,-0.02652624948375741,-0.030724163721858155
-0.01855024663977182,-0.022748143125927763,-0.02694603907399582,-0.031143953541273754
