x1,x2,x3,x4
0.0004,0.0004,0.0004,0.0004
0.0004000000055317508,0.00040000011592126403,0.0004000024292751085,0.00040005090853302214
0.00040000001710331125,0.0004000003584085569,0.00040000751092606726,0.0004001574009202639
0.0004000000317357621,0.00040000066503563904,0.00040001393674874884,0.00040029206176823875
0.0004000000498170261,0.0004000010439318234,0.00040002187710191456,0.0004004584588384971
0.0004000000725081526,0.0004000015194280559,0.00040003184186664396,0.000400667272030944
0.000400000101908393,0.0004000021355162547,0.00040004475294209393,0.00040093780615100015
0.0004000001410312205,0.000400002955346769,0.00040006193371859534,0.00040129775178986485
0.00040000019314783845,0.0004000040474709367,0.00040008482077614566,0.0004017771418483274
0.00040000026304481295,0.0004000055121960431,0.00040011551618748966,0.00040241988144530715
0.0004000003578827051,0.00040000749957881887,0.0004001571645913466,0.00040329155972899846
0.0004000004862016433,0.0004000101885862373,0.0004002135164444977,0.0004044703553758825
0.0004000006590966592,0.0004000138117258786,0.0004002894440870839,0.0004060578562494248
0.00040000089370191365,0.00040001872806153796,0.0004003924714529267,0.00040821106094251895
0.0004000012132251037,0.00040002542393469234,0.00040053278772754134,0.00041114291562578616
0.0004000016438957893,0.00040003444901384375,0.0004007219062711806,0.0004150927765098871
0.00040000222701460817,0.0004000466687997298,0.0004009779496131845,0.00042042572341267247
0.0004000030225676923,0.00040006334037335036,0.0004013272185054353,0.0004276285734142188
0.00040000409700471543,0.0004000858562721753,0.0004017988228528104,0.00043699936192631106
0.00040000554877332294,0.0004001162795982034,0.0004024358513341851,0.00044896301477739033
0.0004000075265872792,0.00040015772684666483,0.0004033033041605359,0.00045732043109901753
0.00040001020856049566,0.000400213930597191,0.0004044789867217912,0.00044412507093002777
0.000400013826552856,0.00040028974961628833,0.0004060642044028146,0.0003835926060094097
0.00040001873909227683,0.0004003926966071655,0.00040821572361727745,0.000276773449529955
0.0004000254321675167,0.0004005329533629436,0.0004111463396441328,0.00012474361110102343
0.00040003445520950525,0.0004007220282645636,0.0004150953084150406,-7.147957255089309e-5
0.00040004667350482313,0.00040097803935265814,0.0004204276210853028,-0.0003110534631999697
0.00040006334398717407,0.00040132728429185263,0.0004276300355277487,-0.000593821117875745
0.00040008585910052255,0.0004017988710275086,0.0004370005501246688,-0.0009199511997513181
0.0004001162818641696,0.00040243588650609605,0.0004489640576120009,-0.001289666708694656
0.0004001577287123409,0.00040330332966218024,0.00045732142633628865,-0.0017026345937308687
0.00040021393218521683,0.00040447900506208765,0.0004441260883718592,-0.0021315935095523888
0.0004002897510189969,0.00040606421746012465,0.0003835936976141091,-0.0025627471277144417
0.00040039269789158465,0.0004082157327469504,0.00027677465840324526,-0.002991664420797725
0.0004005329545793483,0.0004111463458596591,0.00012474497243526012,-0.003418492915388894
0.00040072202945192056,0.00041509531250223783,-7.147803094192002e-5,-0.0038434710638398113
0.0004009780405397257,0.00042042762362840523,-0.00031105172203184725,-0.0042670639870216655
0.00040132728550036097,0.0004276300369762552,-0.000593819164942699,-0.004689640529363149
0.0004017988722747255,0.000437000550843801,-0.0009199490276731459,-0.005111448184833126
0.0004024358878053435,0.0004489640578917095,-0.001289664314463588,-0.005532706430994141
0.0004033033310238728,0.0004573214263961285,-0.0017026319778239258,-0.005953574756183859
0.0004044790064947636,0.00044412608836703047,-0.0021315906732482354,-0.006374154158588348
0.00040606421897088714,0.0003835936976602368,-0.0025627440699686416,-0.0067945205473322326
0.0004082157343417127,0.0002767746585961845,-0.002991661139969199,-0.007214735927844254
0.0004111463475435587,0.00012474497285307174,-0.003418489410433852,-0.007634840454635032
0.0004150953142798964,-7.147803023774659e-5,-0.0038434673340165607,-0.00805486088551861
0.000420427625503985,-0.0003110517209988643,-0.00426706003182222,-0.00847482113220292
0.0004276300389536024,-0.0005938191635541459,-0.004689636348410055,-0.008894737509387277
0.0004370005529265489,-0.000919949025912879,-0.00511144377782306,-0.009314620342334866
0.00044896406008324306,-0.001289664312325112,-0.005532701797686684,-0.009734478753272637
0.00045732142869997256,-0.0017026319753081578,-0.005953569896384374,-0.010154319474399114
0.00044412609078725107,-0.002131590670358338,-0.006374149072132654,-0.010574146866202849
